TF	eRegulon_name	is_extended	TF2G_sign	R2G_sign	Gene	n_regions	max_importance_x_rho	best_triplet_rank
Arnt	Arnt_direct_+/+	False	+	+	Stag1	1	0.0010475137649108	14762
Arnt	Arnt_direct_+/+	False	+	+	Slc25a19	1	0.0056378670986841	14778
Arnt	Arnt_direct_+/+	False	+	+	Fry	1	0.0229074824742252	14969
Arnt	Arnt_direct_+/+	False	+	+	Ecpas	1	0.0035893701689779	15191
Arnt	Arnt_direct_+/+	False	+	+	Slc2a8	1	0.0021188766872455	15967
Arnt	Arnt_direct_+/+	False	+	+	Pparg	1	0.0581789558426254	16534
Arnt	Arnt_direct_+/+	False	+	+	L3mbtl1	2	0.0098730931279202	16660
Arnt	Arnt_direct_+/+	False	+	+	Rabgap1l	1	0.0296105091037647	17173
Arnt	Arnt_direct_+/+	False	+	+	Uimc1	1	0.014316582984851	17511
Arnt	Arnt_direct_+/+	False	+	+	Map7	1	0.0240059622712889	17594
Arnt	Arnt_direct_+/+	False	+	+	Sema4a	1	0.012987907919252	17728
Arnt	Arnt_direct_+/+	False	+	+	Il27	1	0.0054427580452468	17903
Arnt	Arnt_direct_+/+	False	+	+	Cdk17	1	0.0363834999754789	18166
Arnt	Arnt_direct_+/+	False	+	+	Myrip	1	0.0265908431027187	18496
Arnt2	Arnt2_extended_+/+	True	+	+	Abca8b	1	0.375815057277999	3
Arnt2	Arnt2_extended_+/+	True	+	+	Rapgef4	1	0.177627664194914	434
Arnt2	Arnt2_extended_+/+	True	+	+	Zfand1	1	0.0187760143688503	482
Arnt2	Arnt2_extended_+/+	True	+	+	Pde4a	1	0.0492993291657301	1642
Arnt2	Arnt2_extended_+/+	True	+	+	Cand1	1	0.0522443282371031	2020
Arnt2	Arnt2_extended_+/+	True	+	+	Dgkg	1	0.0124730555586481	2179
Arnt2	Arnt2_extended_+/+	True	+	+	Fam160a2	1	0.0186378045625938	2217
Arnt2	Arnt2_extended_+/+	True	+	+	Paqr8	1	0.0234887699659428	2226
Arnt2	Arnt2_extended_+/+	True	+	+	Pdk1	1	0.0959873442171513	2256
Arnt2	Arnt2_extended_+/+	True	+	+	Pced1b	1	0.0052676539100407	2349
Arnt2	Arnt2_extended_+/+	True	+	+	Aldh1l1	3	0.0087826393049289	2389
Arnt2	Arnt2_extended_+/+	True	+	+	Rras2	1	0.0624801031020294	2759
Arnt2	Arnt2_extended_+/+	True	+	+	Rnf123	1	0.0017138093495213	2766
Arnt2	Arnt2_extended_+/+	True	+	+	Ncald	1	0.0222396573458654	2822
Arnt2	Arnt2_extended_+/+	True	+	+	Grik5	1	0.0210118248037583	2991
Arnt2	Arnt2_extended_+/+	True	+	+	Asic2	1	0.0170250092698783	3551
Arnt2	Arnt2_extended_+/+	True	+	+	Mmaa	1	0.0168605013508809	3958
Arnt2	Arnt2_extended_+/+	True	+	+	Ppil4	1	0.0295741922623644	4047
Arnt2	Arnt2_extended_+/+	True	+	+	Cnot9	1	0.0288658716282102	4099
Arnt2	Arnt2_extended_+/+	True	+	+	A930033H14Rik	1	0.0061911751915831	4180
Arnt2	Arnt2_extended_+/+	True	+	+	Zfp800	2	0.0170949376303345	4263
Arnt2	Arnt2_extended_+/+	True	+	+	2010300C02Rik	1	0.0076364191770402	4283
Arnt2	Arnt2_extended_+/+	True	+	+	Arfgef3	1	0.145721597375904	4390
Arnt2	Arnt2_extended_+/+	True	+	+	Iqsec1	1	0.0289200132157822	4416
Arnt2	Arnt2_extended_+/+	True	+	+	Arhgap20	1	0.0968224167205744	4477
Arnt2	Arnt2_extended_+/+	True	+	+	Poli	1	0.0118381691556527	4590
Arnt2	Arnt2_extended_+/+	True	+	+	Cckbr	1	0.012663584278744	4598
Arnt2	Arnt2_extended_+/+	True	+	+	Heca	1	0.0147141755289408	4642
Arnt2	Arnt2_extended_+/+	True	+	+	Rhobtb1	1	0.0245364367226986	4656
Arnt2	Arnt2_extended_+/+	True	+	+	Cracr2a	2	0.0046751873636735	4819
Arnt2	Arnt2_extended_+/+	True	+	+	Fbxl16	1	0.040949527155623	4926
Arnt2	Arnt2_extended_+/+	True	+	+	Kdm4d	1	0.0100828717518508	4983
Arnt2	Arnt2_extended_+/+	True	+	+	Rab3ip	1	0.0249392588049611	5028
Arnt2	Arnt2_extended_+/+	True	+	+	Hkdc1	2	0.0224791823058766	5340
Arnt2	Arnt2_extended_+/+	True	+	+	Tmem245	1	0.0056365113045536	5626
Arnt2	Arnt2_extended_+/+	True	+	+	Kdm4b	1	0.0013573756694029	5662
Arnt2	Arnt2_extended_+/+	True	+	+	Dido1	1	0.0121820262944184	5673
Arnt2	Arnt2_extended_+/+	True	+	+	Btbd9	1	0.0078727547577	5883
Arnt2	Arnt2_extended_+/+	True	+	+	Cfap74	1	0.0005874892262947	5891
Arnt2	Arnt2_extended_+/+	True	+	+	Kif17	1	0.0060164516898309	5923
Arnt2	Arnt2_extended_+/+	True	+	+	Agbl4	1	0.0091823879720982	5958
Arnt2	Arnt2_extended_+/+	True	+	+	Ampd3	1	0.0129579482691351	6136
Arnt2	Arnt2_extended_+/+	True	+	+	Yap1	1	0.0110544337099478	6143
Arnt2	Arnt2_extended_+/+	True	+	+	Stat3	2	0.024276615026048	6155
Arnt2	Arnt2_extended_+/+	True	+	+	Cdk9	1	0.0242698252012394	6337
Arnt2	Arnt2_extended_+/+	True	+	+	Kmt2e	1	0.0195553289916551	6347
Arnt2	Arnt2_extended_+/+	True	+	+	Rnf141	1	0.0225865327545106	6372
Arnt2	Arnt2_extended_+/+	True	+	+	Kalrn	1	0.0437545721977562	6375
Arnt2	Arnt2_extended_+/+	True	+	+	Col16a1	2	0.0021001954160632	6548
Arnt2	Arnt2_extended_+/+	True	+	+	Elfn2	2	0.0093532173744458	6571
Arnt2	Arnt2_extended_+/+	True	+	+	Klhl24	1	0.0120828450600029	6699
Arnt2	Arnt2_extended_+/+	True	+	+	Tgfb3	2	0.0072636621302948	6713
Arnt2	Arnt2_extended_+/+	True	+	+	Rasal2	1	0.0250836357302811	6778
Arnt2	Arnt2_extended_+/+	True	+	+	Zmynd8	1	0.1011489213554759	7169
Arnt2	Arnt2_extended_+/+	True	+	+	Herc3	1	0.0547214205271261	7193
Arnt2	Arnt2_extended_+/+	True	+	+	Pnpla7	1	0.0078574899154352	7196
Arnt2	Arnt2_extended_+/+	True	+	+	Sytl2	2	0.0459069058140181	7240
Arnt2	Arnt2_extended_+/+	True	+	+	Itpkc	2	0.0010721015886498	7304
Arnt2	Arnt2_extended_+/+	True	+	+	Zdhhc22	1	0.0099128580195158	7318
Arnt2	Arnt2_extended_+/+	True	+	+	Prkcz	1	0.0004594714252939	7406
Arnt2	Arnt2_extended_+/+	True	+	+	Zbtb25	1	0.0132218859338049	7442
Arnt2	Arnt2_extended_+/+	True	+	+	Plpp3	1	0.0108944399508884	7565
Arnt2	Arnt2_extended_+/+	True	+	+	Scn2b	1	0.0598123723286629	7568
Arnt2	Arnt2_extended_+/+	True	+	+	Phf13	1	0.0014836717767088	7720
Arnt2	Arnt2_extended_+/+	True	+	+	Med20	1	0.0058135743892674	7976
Arnt2	Arnt2_extended_+/+	True	+	+	Cep63	1	0.0045076361151146	7993
Arnt2	Arnt2_extended_+/+	True	+	+	Dnajc7	2	0.0190929148545706	8043
Arnt2	Arnt2_extended_+/+	True	+	+	Myo1d	1	0.0079923650707284	8129
Arnt2	Arnt2_extended_+/+	True	+	+	Zbtb1	1	0.0129098561702307	8160
Arnt2	Arnt2_extended_+/+	True	+	+	Rhot2	1	0.0129417810773229	8174
Arnt2	Arnt2_extended_+/+	True	+	+	Mxd1	1	0.0086152184603402	8352
Arnt2	Arnt2_extended_+/+	True	+	+	Tmem116	2	0.0166621676187585	8575
Arnt2	Arnt2_extended_+/+	True	+	+	Gns	1	0.013396039785142	9068
Arnt2	Arnt2_extended_+/+	True	+	+	Zfp395	1	0.003994086805883	9121
Arnt2	Arnt2_extended_+/+	True	+	+	Bcat2	1	0.009306933187086	9183
Arnt2	Arnt2_extended_+/+	True	+	+	Cd44	1	0.0113157448948184	9197
Arnt2	Arnt2_extended_+/+	True	+	+	Ankrd12	1	0.0042571334933415	9214
Arnt2	Arnt2_extended_+/+	True	+	+	Auh	1	0.0129266624972062	9247
Arnt2	Arnt2_extended_+/+	True	+	+	Slc6a17	2	0.0253188725409632	9323
Arnt2	Arnt2_extended_+/+	True	+	+	Clip1	1	0.0170432399867068	9446
Arnt2	Arnt2_extended_+/+	True	+	+	Cacul1	1	0.0053353359230564	9934
Arnt2	Arnt2_extended_+/+	True	+	+	Baz2b	1	0.0199625947000836	10122
Arnt2	Arnt2_extended_+/+	True	+	+	Nampt	1	0.0057417436602028	10139
Arnt2	Arnt2_extended_+/+	True	+	+	Prex1	2	0.0169073208623084	10206
Arnt2	Arnt2_extended_+/+	True	+	+	Ano3	1	0.0980703455031033	10290
Arnt2	Arnt2_extended_+/+	True	+	+	Nr1d2	1	0.0563911440529058	10387
Arnt2	Arnt2_extended_+/+	True	+	+	Mov10	1	0.0077182670184089	10446
Arnt2	Arnt2_extended_+/+	True	+	+	Cda	1	0.0022577255833653	10657
Arnt2	Arnt2_extended_+/+	True	+	+	Tmem106c	1	0.0215249955576528	10659
Arnt2	Arnt2_extended_+/+	True	+	+	Brap	1	0.00754805789969	10767
Arnt2	Arnt2_extended_+/+	True	+	+	Ccpg1	1	0.0256766154979962	10774
Arnt2	Arnt2_extended_+/+	True	+	+	Gdpd5	1	0.0047435925377135	10853
Arnt2	Arnt2_extended_+/+	True	+	+	Klhl2	1	0.0012112275026297	10898
Arnt2	Arnt2_extended_+/+	True	+	+	Bcl2l13	1	0.0003589504924314	10903
Arnt2	Arnt2_extended_+/+	True	+	+	Pnkd	1	0.0101980976769039	10980
Arnt2	Arnt2_extended_+/+	True	+	+	Kcnip3	1	0.0588411505019315	11178
Arnt2	Arnt2_extended_+/+	True	+	+	Rimbp2	1	0.0185908234833895	11283
Arnt2	Arnt2_extended_+/+	True	+	+	Wnt9a	2	0.0295288150763278	11412
Arnt2	Arnt2_extended_+/+	True	+	+	Stat5b	2	0.012272032310885	11520
Arnt2	Arnt2_extended_+/+	True	+	+	Acad10	2	0.0198562347534715	11571
Arnt2	Arnt2_extended_+/+	True	+	+	Htr5a	1	0.0175423834027587	11770
Arnt2	Arnt2_extended_+/+	True	+	+	Dab2ip	1	0.0144544092058797	12253
Arnt2	Arnt2_extended_+/+	True	+	+	Lamc2	1	0.0067701141544507	12292
Arnt2	Arnt2_extended_+/+	True	+	+	Sstr3	1	0.0093765949215687	12459
Arnt2	Arnt2_extended_+/+	True	+	+	Trank1	1	0.0118463641724606	12561
Arnt2	Arnt2_extended_+/+	True	+	+	Slit3	1	0.0133190509292973	12691
Arnt2	Arnt2_extended_+/+	True	+	+	Wdr17	2	0.0105840071646327	12883
Arnt2	Arnt2_extended_+/+	True	+	+	Kcna6	1	0.0202985826758307	12954
Arnt2	Arnt2_extended_+/+	True	+	+	Catip	1	0.0094576471715172	12970
Arnt2	Arnt2_extended_+/+	True	+	+	Ap4s1	1	0.0153917570887338	12974
Arnt2	Arnt2_extended_+/+	True	+	+	Nf1	2	0.0426855781848002	13045
Arnt2	Arnt2_extended_+/+	True	+	+	Zfp827	1	0.012142715645265	13054
Arnt2	Arnt2_extended_+/+	True	+	+	Ankle2	1	0.0008286245705219	13072
Arnt2	Arnt2_extended_+/+	True	+	+	Epb41l4b	1	0.0065999872363711	13465
Arnt2	Arnt2_extended_+/+	True	+	+	Sh2d3c	1	0.0035698294325284	13475
Arnt2	Arnt2_extended_+/+	True	+	+	Hap1	1	0.0140853483996505	13534
Arnt2	Arnt2_extended_+/+	True	+	+	Acad12	2	0.0118578281722655	13536
Arnt2	Arnt2_extended_+/+	True	+	+	Cdip1	1	0.0302080850917628	13666
Arnt2	Arnt2_extended_+/+	True	+	+	Cep126	1	0.0069047501488159	13751
Arnt2	Arnt2_extended_+/+	True	+	+	D630045J12Rik	1	0.0038211342935016	13836
Arnt2	Arnt2_extended_+/+	True	+	+	Stx4a	2	0.0136956975585573	13863
Arnt2	Arnt2_extended_+/+	True	+	+	Dclre1c	1	0.0048342702982783	13868
Arnt2	Arnt2_extended_+/+	True	+	+	Pamr1	1	0.0026827076136943	13904
Arnt2	Arnt2_extended_+/+	True	+	+	Letm2	1	0.0046897878207335	13909
Arnt2	Arnt2_extended_+/+	True	+	+	Zbtb44	1	0.0026702496007514	13929
Arnt2	Arnt2_extended_+/+	True	+	+	Rprd2	1	0.0025992014213311	13935
Arnt2	Arnt2_extended_+/+	True	+	+	Smyd4	1	0.0027144372689304	14000
Arnt2	Arnt2_extended_+/+	True	+	+	Smarcal1	1	0.0116741756624997	14029
Arnt2	Arnt2_extended_+/+	True	+	+	Ddi2	1	0.019204752039227	14047
Arnt2	Arnt2_extended_+/+	True	+	+	Ulk4	1	0.0225565170965457	14142
Arnt2	Arnt2_extended_+/+	True	+	+	Taok1	1	0.0041457734850835	14147
Arnt2	Arnt2_extended_+/+	True	+	+	Endov	1	0.0029852015028285	14242
Arnt2	Arnt2_extended_+/+	True	+	+	D430042O09Rik	2	0.0171488593502415	14402
Arnt2	Arnt2_extended_+/+	True	+	+	Rps6kl1	1	0.0065075419533791	14480
Arnt2	Arnt2_extended_+/+	True	+	+	Stxbp1	1	0.0441273509247421	14618
Arnt2	Arnt2_extended_+/+	True	+	+	Rit2	1	0.0270629691473342	14630
Arnt2	Arnt2_extended_+/+	True	+	+	Dennd1a	1	0.0050288537197499	14634
Arnt2	Arnt2_extended_+/+	True	+	+	Aff4	1	0.0335511054119371	14728
Arnt2	Arnt2_extended_+/+	True	+	+	Acap3	1	0.0042278148061996	14765
Arnt2	Arnt2_extended_+/+	True	+	+	Abcc5	1	0.0371397212903749	14904
Arnt2	Arnt2_extended_+/+	True	+	+	Blm	1	0.003346284945601	15030
Arnt2	Arnt2_extended_+/+	True	+	+	Tbc1d30	1	0.0287921407288965	15106
Arnt2	Arnt2_extended_+/+	True	+	+	Slc1a2	1	0.0045710800096027	15113
Arnt2	Arnt2_extended_+/+	True	+	+	Frrs1l	1	0.0076130250235086	15246
Arnt2	Arnt2_extended_+/+	True	+	+	Dclre1a	1	0.0085288384434403	15474
Arnt2	Arnt2_extended_+/+	True	+	+	Golga3	1	0.0023924090277572	15506
Arnt2	Arnt2_extended_+/+	True	+	+	Cfap300	1	0.0065610051784742	15692
Arnt2	Arnt2_extended_+/+	True	+	+	Tpp1	1	0.0073267822492299	15693
Arnt2	Arnt2_extended_+/+	True	+	+	Rab26	1	0.0040754767559868	16029
Arnt2	Arnt2_extended_+/+	True	+	+	Acox1	1	0.0064901075162385	16108
Arnt2	Arnt2_extended_+/+	True	+	+	Ppip5k1	1	0.0034237479545377	16130
Arnt2	Arnt2_extended_+/+	True	+	+	Itga6	1	0.0094671483611152	16226
Arnt2	Arnt2_extended_+/+	True	+	+	Smoc2	3	0.0110665464060288	16307
Arnt2	Arnt2_extended_+/+	True	+	+	Upf2	1	0.0282161808287937	16385
Arnt2	Arnt2_extended_+/+	True	+	+	Ppfia3	1	0.0101077597627733	16423
Arnt2	Arnt2_extended_+/+	True	+	+	Srpk2	1	0.0187225312050922	16551
Arnt2	Arnt2_extended_+/+	True	+	+	Caskin1	1	0.006538491748214	16629
Arnt2	Arnt2_extended_+/+	True	+	+	Atl1	1	0.0142487370608358	16676
Arnt2	Arnt2_extended_+/+	True	+	+	Snx11	1	0.0044586914761356	16697
Arnt2	Arnt2_extended_+/+	True	+	+	Cetn4	1	0.0033296817948195	16735
Arnt2	Arnt2_extended_+/+	True	+	+	Abhd2	2	0.03266689630362	16796
Arnt2	Arnt2_extended_+/+	True	+	+	Bmp1	2	0.0030703532010696	16858
Arnt2	Arnt2_extended_+/+	True	+	+	E4f1	1	0.0106871197848092	16960
Arnt2	Arnt2_extended_+/+	True	+	+	Slc25a46	1	0.0224552933576299	17334
Arnt2	Arnt2_extended_+/+	True	+	+	Fam53c	1	0.0010233272629676	17420
Arnt2	Arnt2_extended_+/+	True	+	+	Dgcr8	1	0.0077747856350821	17441
Arnt2	Arnt2_extended_+/+	True	+	+	Cdkl1	1	0.0190097315991383	17863
Arnt2	Arnt2_extended_+/+	True	+	+	Gtf2i	1	0.0011850188147933	18012
Arnt2	Arnt2_extended_+/+	True	+	+	Crhr1	1	0.0096988714360223	18152
Arnt2	Arnt2_extended_+/+	True	+	+	Mslnl	1	0.0010126794636627	18306
Arnt2	Arnt2_extended_+/+	True	+	+	Ncapd3	1	0.0114812662140296	18383
Arnt2	Arnt2_extended_+/+	True	+	+	Amigo1	1	0.0010851923863943	18422
Arnt2	Arnt2_extended_+/+	True	+	+	Pde1b	1	0.0092109904127985	18505
Arnt2	Arnt2_extended_+/+	True	+	+	Sypl	1	0.004208097974013	18590
Arnt2	Arnt2_extended_+/+	True	+	+	Clec18a	1	0.0036543982756399	18594
Arnt2	Arnt2_extended_+/+	True	+	+	Tmem126b	2	0.0125384677223525	18778
Arnt2	Arnt2_extended_+/+	True	+	+	Itsn2	1	0.0095842988677862	19013
Arnt2	Arnt2_extended_+/+	True	+	+	Xpnpep3	1	0.0164897514786002	19108
Arnt2	Arnt2_extended_+/+	True	+	+	Dpp6	1	0.0315963585231064	19174
Arnt2	Arnt2_extended_+/+	True	+	+	Napa	1	0.0147422568073925	19364
Arnt2	Arnt2_extended_+/+	True	+	+	Mgat5	1	0.0397931888777878	19625
Arnt2	Arnt2_extended_+/+	True	+	+	Nmt2	1	0.0038503663878989	19655
Arnt2	Arnt2_extended_+/+	True	+	+	Gpr19	1	0.006786150054107	19656
Arnt2	Arnt2_extended_+/+	True	+	+	Jade2	1	0.013140772676605	20108
Arnt2	Arnt2_extended_+/+	True	+	+	Nptx1	1	0.0155445550934001	20290
Arnt2	Arnt2_extended_+/+	True	+	+	Endou	1	0.0094249372990229	20365
Arnt2	Arnt2_extended_+/+	True	+	+	Fam129b	1	0.0055922439284668	20640
Arnt2	Arnt2_extended_+/+	True	+	+	Ccdc155	1	0.0028459429524181	20720
Arnt2	Arnt2_extended_+/+	True	+	+	Map7	1	0.0240059622712889	20872
Arnt2	Arnt2_extended_+/+	True	+	+	Dcp1b	1	0.0072400958113491	20892
Arnt2	Arnt2_extended_+/+	True	+	+	Acsl5	1	0.0307736462955343	21125
Arnt2	Arnt2_extended_+/+	True	+	+	Sidt1	1	0.0233851771268504	21210
Arnt2	Arnt2_extended_+/+	True	+	+	Tmem132b	1	0.0185646613973057	21257
Arnt2	Arnt2_extended_+/+	True	+	+	Sf3b1	1	0.0018576688980963	21406
Arnt2	Arnt2_extended_+/+	True	+	+	Map3k5	1	0.0336005420298375	21464
Arnt2	Arnt2_extended_+/+	True	+	+	Krt20	1	0.005108719882394	21516
Arnt2	Arnt2_extended_+/+	True	+	+	Cep350	1	0.0021806498749502	21586
Arnt2	Arnt2_extended_+/+	True	+	+	Phf1	1	0.0012469470985647	21729
Arnt2	Arnt2_extended_+/+	True	+	+	Trak1	1	0.0093507884675384	21812
Arnt2	Arnt2_extended_+/+	True	+	+	Fbf1	1	0.0083962052481978	21850
Arnt2	Arnt2_extended_+/+	True	+	+	Polg	2	0.0078155385796951	21857
Arnt2	Arnt2_extended_+/+	True	+	+	Atp8b2	1	0.006411153959786	21886
Arnt2	Arnt2_extended_+/+	True	+	+	Slc26a8	1	0.0086433073401486	21974
Arnt2	Arnt2_extended_+/+	True	+	+	Tsc2	1	0.0031585591082553	22103
Arnt2	Arnt2_extended_+/+	True	+	+	Tmbim1	1	0.0026305715013188	22621
Arnt2	Arnt2_extended_+/+	True	+	+	Sos2	1	0.0042746211857907	22684
Arnt2	Arnt2_extended_+/+	True	+	+	Cbarp	1	0.0001729622503418	22695
Arnt2	Arnt2_extended_+/+	True	+	+	Usp2	1	0.007149923791051	22774
Arnt2	Arnt2_extended_+/+	True	+	+	Faf2	1	0.0026798269655787	22874
Arnt2	Arnt2_extended_+/+	True	+	+	Txnrd2	1	0.0030188830716322	22899
Arnt2	Arnt2_extended_+/+	True	+	+	Brox	1	0.0079658419012188	22945
Arnt2	Arnt2_extended_+/+	True	+	+	C2cd4c	1	0.00365505049791	23173
Arnt2	Arnt2_extended_+/+	True	+	+	Hcn2	1	0.0064479758241519	23310
Arnt2	Arnt2_extended_+/+	True	+	+	Prxl2c	2	0.0016850222396368	23490
Arnt2	Arnt2_extended_+/+	True	+	+	Srp68	1	0.0031879769808741	23791
Arnt2	Arnt2_extended_+/+	True	+	+	Gmeb2	1	0.0042025590616156	24049
Arnt2	Arnt2_extended_+/+	True	+	+	Trp53bp1	1	0.0023631541154949	24188
Arnt2	Arnt2_extended_+/+	True	+	+	Rasgrp1	1	0.0305139097231497	24201
Arnt2	Arnt2_extended_+/+	True	+	+	Xrcc5	1	0.0048422935419202	24500
Arnt2	Arnt2_extended_+/+	True	+	+	Cntrob	1	0.0011598040352228	24554
Arnt2	Arnt2_extended_+/+	True	+	+	Abcg1	1	0.0150620152486974	24643
Arnt2	Arnt2_extended_+/+	True	+	+	Xylt2	1	0.0018485571072988	24712
Arnt2	Arnt2_extended_+/+	True	+	+	Ppp3cc	1	0.0031104194967249	24746
Arnt2	Arnt2_extended_+/+	True	+	+	Dkkl1	1	0.0045059473426476	24757
Arnt2	Arnt2_extended_+/+	True	+	+	Hebp1	2	0.0060289110241344	25032
Arnt2	Arnt2_extended_+/+	True	+	+	Celf2	1	0.0081711319226059	25184
Arnt2	Arnt2_extended_+/+	True	+	+	Pde8b	1	0.0659808568915254	25609
Arnt2	Arnt2_extended_+/+	True	+	+	Scfd1	1	0.0082189327033095	25939
Arnt2	Arnt2_extended_+/+	True	+	+	Efhd2	1	0.0062111791103107	25977
Arnt2	Arnt2_extended_+/+	True	+	+	Mta3	1	0.0015490977247233	26131
Arnt2	Arnt2_extended_+/+	True	+	+	Zranb1	1	0.0122499857574573	26297
Arnt2	Arnt2_extended_+/+	True	+	+	Tox4	1	0.0023940388886447	26319
Arnt2	Arnt2_extended_+/+	True	+	+	Cdc14b	2	0.0029847503216031	26401
Arnt2	Arnt2_extended_+/+	True	+	+	Synpo	1	0.0212768586653936	26410
Arnt2	Arnt2_extended_+/+	True	+	+	Mef2d	1	0.0004606358443206	26863
Arnt2	Arnt2_extended_+/+	True	+	+	Ptpa	1	0.004296103621336	26971
Arnt2	Arnt2_extended_+/+	True	+	+	Sh3glb2	1	0.0132655645338103	27434
Arnt2	Arnt2_extended_+/+	True	+	+	Adgrb2	2	0.0117670838356541	27446
Arnt2	Arnt2_extended_+/+	True	+	+	Cyb561d1	1	0.0009132926764612	27532
Arnt2	Arnt2_extended_+/+	True	+	+	Nsd3	1	0.0008184885515856	27704
Arnt2	Arnt2_extended_+/+	True	+	+	Myrip	1	0.0265908431027187	27965
Arnt2	Arnt2_extended_+/+	True	+	+	Tmem214	1	0.0038631156184526	28382
Arnt2	Arnt2_extended_+/+	True	+	+	Vgf	1	0.0014320192377834	28647
Arnt2	Arnt2_extended_+/+	True	+	+	Stard10	2	0.011433925487242	28775
Arnt2	Arnt2_extended_+/+	True	+	+	Smarcc1	1	0.0029283471507073	28874
Arnt2	Arnt2_extended_+/+	True	+	+	Sec31a	1	0.0031114095166864	28994
Arnt2	Arnt2_extended_+/+	True	+	+	Unk	1	0.0017710347134801	29037
Arnt2	Arnt2_extended_+/+	True	+	+	Tmem209	1	0.0108022180930538	29065
Arnt2	Arnt2_extended_+/+	True	+	+	Gucy2g	1	0.0037481278835915	29232
Arnt2	Arnt2_extended_+/+	True	+	+	Pef1	1	0.003175212493013	29271
Arnt2	Arnt2_extended_+/+	True	+	+	Aplp2	1	0.0026186428031539	29285
Arnt2	Arnt2_extended_+/+	True	+	+	Camta1	1	0.0126913933936527	29540
Arnt2	Arnt2_extended_+/+	True	+	+	Adam22	1	0.0038426093831748	29747
Arnt2	Arnt2_extended_+/+	True	+	+	Gabbr1	1	0.0014062549402716	29990
Arnt2	Arnt2_extended_+/+	True	+	+	Ggnbp2	1	0.0009354108754085	30011
Arnt2	Arnt2_extended_+/+	True	+	+	Shc2	1	0.0040600731054952	30170
Arnt2	Arnt2_extended_+/+	True	+	+	Cep41	1	0.0077013629737706	30254
Arnt2	Arnt2_extended_+/+	True	+	+	Phyhip	1	0.0044744503258079	30466
Arnt2	Arnt2_extended_+/+	True	+	+	Mpv17	1	0.0015401327892915	30492
Arnt2	Arnt2_extended_+/+	True	+	+	Zfr	1	0.0035179918343387	30876
Arnt2	Arnt2_extended_+/+	True	+	+	Greb1l	1	0.0029166023856039	31335
Arnt2	Arnt2_extended_+/+	True	+	+	Bcar3	1	0.0014092339817361	31502
Arnt2	Arnt2_extended_+/+	True	+	+	Dand5	1	0.0011249743503246	31577
Arnt2	Arnt2_extended_+/+	True	+	+	Shisa7	1	0.0022755246156825	32104
