TF	eRegulon_name	is_extended	TF2G_sign	R2G_sign	Gene	n_regions	max_importance_x_rho	best_triplet_rank
Arnt2	Arnt2_extended_+/+	True	+	+	Npepps	1	0.0018170249931335	2547
Arnt2	Arnt2_extended_+/+	True	+	+	Abca8b	1	0.0890690694553016	2711
Arnt2	Arnt2_extended_+/+	True	+	+	Hivep1	1	0.085557322208605	2753
Arnt2	Arnt2_extended_+/+	True	+	+	Nipal2	1	0.0382410628137967	2779
Arnt2	Arnt2_extended_+/+	True	+	+	Shisa9	1	0.1420190119077078	3037
Arnt2	Arnt2_extended_+/+	True	+	+	Fam13a	1	0.0417827515144152	3094
Arnt2	Arnt2_extended_+/+	True	+	+	Kpnb1	1	0.0015279776680167	3292
Arnt2	Arnt2_extended_+/+	True	+	+	Hkdc1	1	0.0314668561647904	3314
Arnt2	Arnt2_extended_+/+	True	+	+	Lyzl4	6	0.03504940941539	3627
Arnt2	Arnt2_extended_+/+	True	+	+	Ccl28	1	0.0079795503720606	3696
Arnt2	Arnt2_extended_+/+	True	+	+	Paqr8	1	0.0395850428419317	3763
Arnt2	Arnt2_extended_+/+	True	+	+	Atrx	1	0.0183034118492747	3795
Arnt2	Arnt2_extended_+/+	True	+	+	Sugp1	1	0.0186765538035676	3807
Arnt2	Arnt2_extended_+/+	True	+	+	Sv2b	1	0.0490238017902579	3863
Arnt2	Arnt2_extended_+/+	True	+	+	Pcsk2	1	0.0638871742058275	3944
Arnt2	Arnt2_extended_+/+	True	+	+	Cpsf7	1	0.0227162235701517	4088
Arnt2	Arnt2_extended_+/+	True	+	+	Herc3	1	0.0591187844200304	4220
Arnt2	Arnt2_extended_+/+	True	+	+	Pop1	1	0.0218223265672115	4544
Arnt2	Arnt2_extended_+/+	True	+	+	Cenpc1	1	0.0343438898986934	4574
Arnt2	Arnt2_extended_+/+	True	+	+	Cers1	1	0.0065090983378485	4651
Arnt2	Arnt2_extended_+/+	True	+	+	Dzip1l	1	0.0236706106879863	4866
Arnt2	Arnt2_extended_+/+	True	+	+	Csnk1g3	1	0.1256256008548782	5267
Arnt2	Arnt2_extended_+/+	True	+	+	Vrk1	1	0.0074718878163041	5441
Arnt2	Arnt2_extended_+/+	True	+	+	Rap1b	1	0.0336681532760407	5458
Arnt2	Arnt2_extended_+/+	True	+	+	Fbxl3	1	0.022992443012625	5512
Arnt2	Arnt2_extended_+/+	True	+	+	Hipk2	2	0.0212064207238944	5514
Arnt2	Arnt2_extended_+/+	True	+	+	Pou2f2	2	0.0085041356296808	5525
Arnt2	Arnt2_extended_+/+	True	+	+	Clip1	1	0.0307738434083049	5709
Arnt2	Arnt2_extended_+/+	True	+	+	Cfap74	1	0.0036018723263444	5735
Arnt2	Arnt2_extended_+/+	True	+	+	Syt7	2	0.0365905799991076	5755
Arnt2	Arnt2_extended_+/+	True	+	+	Supv3l1	1	0.015761078343186	5843
Arnt2	Arnt2_extended_+/+	True	+	+	Poldip3	1	0.0147932033979041	5916
Arnt2	Arnt2_extended_+/+	True	+	+	Plcl2	1	0.072923977147894	6028
Arnt2	Arnt2_extended_+/+	True	+	+	Fam189a1	1	0.0362757930670893	6044
Arnt2	Arnt2_extended_+/+	True	+	+	Stxbp4	2	0.0096250792916298	6053
Arnt2	Arnt2_extended_+/+	True	+	+	Apba2	2	0.0243062339567386	6072
Arnt2	Arnt2_extended_+/+	True	+	+	Nampt	1	0.0280833811045592	6083
Arnt2	Arnt2_extended_+/+	True	+	+	Upf1	1	0.0124641267160915	6105
Arnt2	Arnt2_extended_+/+	True	+	+	2310057M21Rik	1	0.0186471366397795	6160
Arnt2	Arnt2_extended_+/+	True	+	+	Uba6	1	0.0204195996121309	6217
Arnt2	Arnt2_extended_+/+	True	+	+	Sltm	1	0.0049702809132379	6436
Arnt2	Arnt2_extended_+/+	True	+	+	Atg14	1	0.0200175283461694	6458
Arnt2	Arnt2_extended_+/+	True	+	+	Ubxn4	1	0.0218890903425331	6466
Arnt2	Arnt2_extended_+/+	True	+	+	Ctdp1	1	0.0412456887209749	6510
Arnt2	Arnt2_extended_+/+	True	+	+	Glp2r	1	0.0138801522481467	6536
Arnt2	Arnt2_extended_+/+	True	+	+	Atp6v1h	1	0.0027465379994509	6541
Arnt2	Arnt2_extended_+/+	True	+	+	Ecm1	1	0.0028371900384656	6569
Arnt2	Arnt2_extended_+/+	True	+	+	Wdr45b	1	0.0316329750984096	6771
Arnt2	Arnt2_extended_+/+	True	+	+	Pik3c2a	1	0.0804904188518412	6845
Arnt2	Arnt2_extended_+/+	True	+	+	Skil	2	0.1075760124657549	6886
Arnt2	Arnt2_extended_+/+	True	+	+	Alkbh8	1	0.0091215524148868	7071
Arnt2	Arnt2_extended_+/+	True	+	+	Amph	2	0.1018309901091929	7166
Arnt2	Arnt2_extended_+/+	True	+	+	Ptpdc1	2	0.0178378727152576	7236
Arnt2	Arnt2_extended_+/+	True	+	+	Zcchc8	1	0.016999201552069	7316
Arnt2	Arnt2_extended_+/+	True	+	+	Tcf20	1	0.0300491716001308	7853
Arnt2	Arnt2_extended_+/+	True	+	+	Rgs9	1	0.0034236675453481	7874
Arnt2	Arnt2_extended_+/+	True	+	+	Ap4e1	1	0.0032247950484195	7971
Arnt2	Arnt2_extended_+/+	True	+	+	Shq1	1	0.0080217612375457	8025
Arnt2	Arnt2_extended_+/+	True	+	+	Sugp2	1	0.0042707435178109	8103
Arnt2	Arnt2_extended_+/+	True	+	+	Lman1	1	0.0063521401218444	8212
Arnt2	Arnt2_extended_+/+	True	+	+	Nbr1	1	0.0088072776634678	8277
Arnt2	Arnt2_extended_+/+	True	+	+	Ralgps1	1	0.0254716894675147	8392
Arnt2	Arnt2_extended_+/+	True	+	+	Pi4ka	1	0.0450050273470172	8491
Arnt2	Arnt2_extended_+/+	True	+	+	Celf2	1	0.0479114040136263	8550
Arnt2	Arnt2_extended_+/+	True	+	+	Camk2d	1	0.061980917042956	8572
Arnt2	Arnt2_extended_+/+	True	+	+	Metap1	1	0.0297652864247945	8586
Arnt2	Arnt2_extended_+/+	True	+	+	R3hcc1l	1	0.0226326561127424	9157
Arnt2	Arnt2_extended_+/+	True	+	+	Hnrnpu	1	0.0127057386841449	9217
Arnt2	Arnt2_extended_+/+	True	+	+	Ercc8	1	0.0208376141497061	9249
Arnt2	Arnt2_extended_+/+	True	+	+	Shc2	2	0.0190101428948026	9508
Arnt2	Arnt2_extended_+/+	True	+	+	Synj2bp	1	0.0126077266152944	9525
Arnt2	Arnt2_extended_+/+	True	+	+	Parp1	1	0.0154680830775917	9570
Arnt2	Arnt2_extended_+/+	True	+	+	Cacul1	1	0.0044165945373408	9588
Arnt2	Arnt2_extended_+/+	True	+	+	Osbp2	1	0.0565497795145784	9605
Arnt2	Arnt2_extended_+/+	True	+	+	Desi2	1	0.0136139302043103	9623
Arnt2	Arnt2_extended_+/+	True	+	+	Ppt1	2	0.0578429011458237	9634
Arnt2	Arnt2_extended_+/+	True	+	+	Eif4e	1	0.0633971221353702	9723
Arnt2	Arnt2_extended_+/+	True	+	+	Ajap1	2	0.0526359775703332	9737
Arnt2	Arnt2_extended_+/+	True	+	+	Il27	1	0.0079417087643501	9837
Arnt2	Arnt2_extended_+/+	True	+	+	Baz2b	1	0.0452877484538881	9858
Arnt2	Arnt2_extended_+/+	True	+	+	Dpp9	1	0.0071551768218738	9879
Arnt2	Arnt2_extended_+/+	True	+	+	Asb5	1	0.0067218206515274	9913
Arnt2	Arnt2_extended_+/+	True	+	+	Setd7	1	0.0285138656464622	9969
Arnt2	Arnt2_extended_+/+	True	+	+	Heca	1	0.0059676975408475	9983
Arnt2	Arnt2_extended_+/+	True	+	+	Mok	1	0.0105545143735725	10139
Arnt2	Arnt2_extended_+/+	True	+	+	Ank2	1	0.0249242499158575	10331
Arnt2	Arnt2_extended_+/+	True	+	+	Dars	1	0.0060174001431612	10490
Arnt2	Arnt2_extended_+/+	True	+	+	Gpr83	1	0.0038556499043107	10498
Arnt2	Arnt2_extended_+/+	True	+	+	Ppm1h	1	0.0551149538978901	10570
Arnt2	Arnt2_extended_+/+	True	+	+	Ackr3	1	0.0233947753050814	10631
Arnt2	Arnt2_extended_+/+	True	+	+	Ro60	1	0.0053644516454725	10935
Arnt2	Arnt2_extended_+/+	True	+	+	Tcerg1	1	0.0184864310896307	11020
Arnt2	Arnt2_extended_+/+	True	+	+	Cdip1	1	0.0555270428962102	11153
Arnt2	Arnt2_extended_+/+	True	+	+	Tars2	1	0.0053980045672649	11173
Arnt2	Arnt2_extended_+/+	True	+	+	Rnf14	2	0.0221064410897646	11195
Arnt2	Arnt2_extended_+/+	True	+	+	D630045J12Rik	1	0.0033112206144258	11211
Arnt2	Arnt2_extended_+/+	True	+	+	Ankrd12	1	0.01950743740507	11392
Arnt2	Arnt2_extended_+/+	True	+	+	Vps33a	1	0.0139575452979273	11653
Arnt2	Arnt2_extended_+/+	True	+	+	Dnajc16	1	0.0148628697199535	11694
Arnt2	Arnt2_extended_+/+	True	+	+	Tmem209	2	0.0068198849133922	11789
Arnt2	Arnt2_extended_+/+	True	+	+	Gns	2	0.0179678479491501	11871
Arnt2	Arnt2_extended_+/+	True	+	+	Pank4	1	0.0065678246251051	11905
Arnt2	Arnt2_extended_+/+	True	+	+	Pstk	1	0.0278086436824962	12030
Arnt2	Arnt2_extended_+/+	True	+	+	4933424G06Rik	1	0.0016926074899135	12168
Arnt2	Arnt2_extended_+/+	True	+	+	Tfrc	1	0.0090303351748587	12189
Arnt2	Arnt2_extended_+/+	True	+	+	Irgm1	1	0.0048320225017327	12191
Arnt2	Arnt2_extended_+/+	True	+	+	Gmcl1	1	0.0059644306295748	12196
Arnt2	Arnt2_extended_+/+	True	+	+	Rbm6	1	0.0006705890684462	12234
Arnt2	Arnt2_extended_+/+	True	+	+	Kdm4b	1	0.0030099932755706	12298
Arnt2	Arnt2_extended_+/+	True	+	+	Yaf2	1	0.0179310130252109	12444
Arnt2	Arnt2_extended_+/+	True	+	+	Adam10	1	0.0046153932317624	12513
Arnt2	Arnt2_extended_+/+	True	+	+	Ikzf5	1	0.0099864489015325	12631
Arnt2	Arnt2_extended_+/+	True	+	+	Mindy2	1	0.003170210138921	12751
Arnt2	Arnt2_extended_+/+	True	+	+	Sypl	1	0.0147413167902986	12836
Arnt2	Arnt2_extended_+/+	True	+	+	Pced1b	1	0.0069997698161827	12890
Arnt2	Arnt2_extended_+/+	True	+	+	Taok3	2	0.0205582381409791	12910
Arnt2	Arnt2_extended_+/+	True	+	+	Dpp10	1	0.0783158649153356	13005
Arnt2	Arnt2_extended_+/+	True	+	+	Rere	2	0.0690274642205178	13007
Arnt2	Arnt2_extended_+/+	True	+	+	Ssbp3	1	0.0090916225622421	13183
Arnt2	Arnt2_extended_+/+	True	+	+	Brinp2	1	0.0493865880968049	13251
Arnt2	Arnt2_extended_+/+	True	+	+	Tsga10	1	0.0120840929907495	13350
Arnt2	Arnt2_extended_+/+	True	+	+	Phactr1	1	0.0468407494387929	13427
Arnt2	Arnt2_extended_+/+	True	+	+	Nkiras1	1	0.0013528670335832	13537
Arnt2	Arnt2_extended_+/+	True	+	+	Zfp169	2	0.0147120395647866	13546
Arnt2	Arnt2_extended_+/+	True	+	+	Rprd2	1	0.0049683773060187	13565
Arnt2	Arnt2_extended_+/+	True	+	+	Aldh1l1	1	0.0037475430832914	13653
Arnt2	Arnt2_extended_+/+	True	+	+	Ccdc148	1	0.0131291918085632	13691
Arnt2	Arnt2_extended_+/+	True	+	+	Gxylt1	1	0.006378256142494	13847
Arnt2	Arnt2_extended_+/+	True	+	+	Rassf5	1	0.0079038163800519	13961
Arnt2	Arnt2_extended_+/+	True	+	+	Morc2a	1	0.007516748338153	14043
Arnt2	Arnt2_extended_+/+	True	+	+	Ndufaf2	1	0.0091345789372156	14131
Arnt2	Arnt2_extended_+/+	True	+	+	Klhdc10	2	0.0233239157956836	14163
Arnt2	Arnt2_extended_+/+	True	+	+	Nktr	4	0.0098546643572769	14186
Arnt2	Arnt2_extended_+/+	True	+	+	Rnf24	1	0.026428973551775	14332
Arnt2	Arnt2_extended_+/+	True	+	+	Plch2	1	0.0075585974171828	14512
Arnt2	Arnt2_extended_+/+	True	+	+	Dab2ip	3	0.0229158298863131	14550
Arnt2	Arnt2_extended_+/+	True	+	+	Odf2	1	0.0359986328293275	14688
Arnt2	Arnt2_extended_+/+	True	+	+	Rexo4	2	0.0432867498314859	14747
Arnt2	Arnt2_extended_+/+	True	+	+	Gucy1a2	1	0.0130796383131096	14772
Arnt2	Arnt2_extended_+/+	True	+	+	Zfp652	1	0.0061160800281475	14777
Arnt2	Arnt2_extended_+/+	True	+	+	Kcnrg	1	0.0062493132399668	14797
Arnt2	Arnt2_extended_+/+	True	+	+	Pip4k2a	1	0.0270742783772363	14825
Arnt2	Arnt2_extended_+/+	True	+	+	Pip4k2b	2	0.0045009188417491	14841
Arnt2	Arnt2_extended_+/+	True	+	+	Zfp738	1	0.0020491043939986	14860
Arnt2	Arnt2_extended_+/+	True	+	+	Tmem131	1	0.000769096883012	14955
Arnt2	Arnt2_extended_+/+	True	+	+	Mov10	1	0.0139311494568686	14982
Arnt2	Arnt2_extended_+/+	True	+	+	Zzef1	1	0.0488569488097189	14987
Arnt2	Arnt2_extended_+/+	True	+	+	Mgat4a	1	0.014467824988032	14996
Arnt2	Arnt2_extended_+/+	True	+	+	Spred2	1	0.0438690170277562	15053
Arnt2	Arnt2_extended_+/+	True	+	+	Dmtn	1	0.0298049728007784	15157
Arnt2	Arnt2_extended_+/+	True	+	+	Pitpnm3	1	0.0467962657731294	15179
Arnt2	Arnt2_extended_+/+	True	+	+	Syp	1	0.0138310729366192	15196
Arnt2	Arnt2_extended_+/+	True	+	+	Celf6	2	0.007259585772794	15254
Arnt2	Arnt2_extended_+/+	True	+	+	R3hdm1	1	0.0089350742804766	15270
Arnt2	Arnt2_extended_+/+	True	+	+	Paqr9	1	0.0136101412238814	15292
Arnt2	Arnt2_extended_+/+	True	+	+	Rev1	1	0.0137948121565936	15447
Arnt2	Arnt2_extended_+/+	True	+	+	Vti1a	1	0.045104680450573	15457
Arnt2	Arnt2_extended_+/+	True	+	+	Vipr1	4	0.0163903832240651	15466
Arnt2	Arnt2_extended_+/+	True	+	+	Gnpda1	2	0.011324920668125	15498
Arnt2	Arnt2_extended_+/+	True	+	+	Afg1l	1	0.0053640913211959	15546
Arnt2	Arnt2_extended_+/+	True	+	+	Plekhm2	2	0.0242229791227786	15558
Arnt2	Arnt2_extended_+/+	True	+	+	Kpna3	1	0.0231518087586882	15722
Arnt2	Arnt2_extended_+/+	True	+	+	Gas7	1	0.0171879256114259	15789
Arnt2	Arnt2_extended_+/+	True	+	+	Rims3	1	0.0162230135057281	15812
Arnt2	Arnt2_extended_+/+	True	+	+	Med25	1	0.0054871485399997	15923
Arnt2	Arnt2_extended_+/+	True	+	+	Eif2d	1	0.0068060976766918	15926
Arnt2	Arnt2_extended_+/+	True	+	+	Ddx17	1	0.0232493469006365	15939
Arnt2	Arnt2_extended_+/+	True	+	+	Snx25	1	0.0021345248140656	16148
Arnt2	Arnt2_extended_+/+	True	+	+	Wdr47	1	0.0056749428706682	16235
Arnt2	Arnt2_extended_+/+	True	+	+	Smox	1	0.0074009243834184	16311
Arnt2	Arnt2_extended_+/+	True	+	+	Ola1	1	0.0534728679466624	16390
Arnt2	Arnt2_extended_+/+	True	+	+	Cbx6	1	0.0326402769965215	16474
Arnt2	Arnt2_extended_+/+	True	+	+	Gpam	2	0.0089152055976933	16558
Arnt2	Arnt2_extended_+/+	True	+	+	Lasp1	3	0.0050405857017939	16563
Arnt2	Arnt2_extended_+/+	True	+	+	Plekha7	1	0.0613353403517009	16614
Arnt2	Arnt2_extended_+/+	True	+	+	Astn1	1	0.032304853200295	16621
Arnt2	Arnt2_extended_+/+	True	+	+	Chfr	2	0.0118546007672162	16653
Arnt2	Arnt2_extended_+/+	True	+	+	Abcc5	1	0.0029465037352865	16694
Arnt2	Arnt2_extended_+/+	True	+	+	Srcin1	1	0.010400035896798	16759
Arnt2	Arnt2_extended_+/+	True	+	+	Vps8	2	0.0221686825903922	16760
Arnt2	Arnt2_extended_+/+	True	+	+	Ube2k	1	0.0229817561688636	16905
Arnt2	Arnt2_extended_+/+	True	+	+	Slc12a5	1	0.0385561149274039	17030
Arnt2	Arnt2_extended_+/+	True	+	+	Chchd3	1	0.0035033496666719	17076
Arnt2	Arnt2_extended_+/+	True	+	+	Csnk1g2	1	0.00362051420052	17306
Arnt2	Arnt2_extended_+/+	True	+	+	Zbtb17	1	0.0019725275386504	17309
Arnt2	Arnt2_extended_+/+	True	+	+	Sel1l3	2	0.0257429625730794	17373
Arnt2	Arnt2_extended_+/+	True	+	+	Tor1aip1	1	0.0063434660454453	17400
Arnt2	Arnt2_extended_+/+	True	+	+	Mdga2	1	0.0033616425794518	17490
Arnt2	Arnt2_extended_+/+	True	+	+	Ptprt	1	0.05899314759366	17510
Arnt2	Arnt2_extended_+/+	True	+	+	Txlna	1	0.0022154049115065	17564
Arnt2	Arnt2_extended_+/+	True	+	+	Cmip	2	0.0314095567755791	17602
Arnt2	Arnt2_extended_+/+	True	+	+	Zfp719	1	0.0029543625034637	17624
Arnt2	Arnt2_extended_+/+	True	+	+	Mta3	1	0.0130809723614853	17723
Arnt2	Arnt2_extended_+/+	True	+	+	Nptn	1	0.1052940870114421	17740
Arnt2	Arnt2_extended_+/+	True	+	+	Slc17a5	1	0.0100041145007222	17892
Arnt2	Arnt2_extended_+/+	True	+	+	Rapgef1	1	0.0171319825179877	17894
Arnt2	Arnt2_extended_+/+	True	+	+	Dnajc3	1	0.0428006604956733	18080
Arnt2	Arnt2_extended_+/+	True	+	+	Hrh1	1	0.0368243253851972	18082
Arnt2	Arnt2_extended_+/+	True	+	+	Rcvrn	1	0.0012836214622945	18093
Arnt2	Arnt2_extended_+/+	True	+	+	Usp49	1	0.005186125813257	18127
Arnt2	Arnt2_extended_+/+	True	+	+	C2cd4c	2	0.0051410135213979	18128
Arnt2	Arnt2_extended_+/+	True	+	+	Slc35a1	1	0.0056649797932755	18166
Arnt2	Arnt2_extended_+/+	True	+	+	Dnaja3	1	0.0137736693306167	18208
Arnt2	Arnt2_extended_+/+	True	+	+	Smg1	1	0.0479704956444496	18310
Arnt2	Arnt2_extended_+/+	True	+	+	Ralbp1	1	0.0133821334555701	18402
Arnt2	Arnt2_extended_+/+	True	+	+	Ube2j2	1	0.0068111724233959	18491
Arnt2	Arnt2_extended_+/+	True	+	+	Cpsf1	1	0.0023595747881692	18566
Arnt2	Arnt2_extended_+/+	True	+	+	Trim2	1	0.0374263608115784	18650
Arnt2	Arnt2_extended_+/+	True	+	+	Ankle2	1	0.0009836270094231	18659
Arnt2	Arnt2_extended_+/+	True	+	+	Gprin3	1	0.0092014951198509	18661
Arnt2	Arnt2_extended_+/+	True	+	+	D130043K22Rik	1	0.0375030759300716	18674
Arnt2	Arnt2_extended_+/+	True	+	+	Pds5a	1	0.0176063734852431	18724
Arnt2	Arnt2_extended_+/+	True	+	+	Dclre1c	2	0.0034733784319681	18731
Arnt2	Arnt2_extended_+/+	True	+	+	Il12a	1	0.0120472220764486	18783
Arnt2	Arnt2_extended_+/+	True	+	+	Igsf9b	1	0.0729052618251521	18802
Arnt2	Arnt2_extended_+/+	True	+	+	Ift81	1	0.0186559979180277	18812
Arnt2	Arnt2_extended_+/+	True	+	+	Bop1	1	0.0012987633929422	18949
Arnt2	Arnt2_extended_+/+	True	+	+	Ap3d1	1	0.002348606501476	19046
Arnt2	Arnt2_extended_+/+	True	+	+	Vcpip1	1	0.0348169290941537	19079
Arnt2	Arnt2_extended_+/+	True	+	+	Micu1	1	0.0213454821543476	19134
Arnt2	Arnt2_extended_+/+	True	+	+	Kcnc4	1	0.0331774542767543	19154
Arnt2	Arnt2_extended_+/+	True	+	+	Herc4	1	0.006954212786322	19172
Arnt2	Arnt2_extended_+/+	True	+	+	Naa15	1	0.026093565619467	19178
Arnt2	Arnt2_extended_+/+	True	+	+	6430548M08Rik	2	0.015982716592646	19186
Arnt2	Arnt2_extended_+/+	True	+	+	Ociad2	1	0.038379409071021	19213
Arnt2	Arnt2_extended_+/+	True	+	+	Ppp2r5c	1	0.0009878221941406	19233
Arnt2	Arnt2_extended_+/+	True	+	+	Prpf3	1	0.0026661491917327	19267
Arnt2	Arnt2_extended_+/+	True	+	+	U2surp	1	0.0049426668163391	19274
Arnt2	Arnt2_extended_+/+	True	+	+	Fgf22	2	0.0021408714913159	19304
Arnt2	Arnt2_extended_+/+	True	+	+	Nfx1	1	0.0020994038649119	19310
Arnt2	Arnt2_extended_+/+	True	+	+	Ulk2	1	0.0048880145231075	19370
Arnt2	Arnt2_extended_+/+	True	+	+	Ddi2	2	0.0239484203238272	19470
Arnt2	Arnt2_extended_+/+	True	+	+	Spen	1	0.001692843909111	19548
Arnt2	Arnt2_extended_+/+	True	+	+	Zfp322a	1	0.0069492603882246	19562
Arnt2	Arnt2_extended_+/+	True	+	+	Rfc5	1	0.0033215080695316	19613
Arnt2	Arnt2_extended_+/+	True	+	+	Hmgxb3	1	0.0023324527334779	19641
Arnt2	Arnt2_extended_+/+	True	+	+	Ptpn12	1	0.0074172470583236	19712
Arnt2	Arnt2_extended_+/+	True	+	+	Usp37	1	0.0324068186066264	19808
Arnt2	Arnt2_extended_+/+	True	+	+	Traf3ip1	1	0.0044967401361501	19809
Arnt2	Arnt2_extended_+/+	True	+	+	Map3k4	3	0.0094702316160984	19880
Arnt2	Arnt2_extended_+/+	True	+	+	Cep350	1	0.0081548355692435	19970
Arnt2	Arnt2_extended_+/+	True	+	+	Vps45	1	0.0014773991639138	19976
Arnt2	Arnt2_extended_+/+	True	+	+	Cnst	1	0.0020223648363955	20103
Arnt2	Arnt2_extended_+/+	True	+	+	Clcc1	1	0.0015587959168907	20277
Arnt2	Arnt2_extended_+/+	True	+	+	Agpat4	2	0.0237711743874568	20314
Arnt2	Arnt2_extended_+/+	True	+	+	Casp9	1	0.0050847481677427	20373
Arnt2	Arnt2_extended_+/+	True	+	+	Mroh1	1	0.0018105085860884	20416
Arnt2	Arnt2_extended_+/+	True	+	+	Ctdspl	1	0.0407113719206026	20476
Arnt2	Arnt2_extended_+/+	True	+	+	Uggt2	1	0.02984220637294	20529
Arnt2	Arnt2_extended_+/+	True	+	+	Mgrn1	1	0.0071995526242788	20590
Arnt2	Arnt2_extended_+/+	True	+	+	Opcml	1	0.0569416766179431	20602
Arnt2	Arnt2_extended_+/+	True	+	+	Pkp4	1	0.0197799110225281	20608
Arnt2	Arnt2_extended_+/+	True	+	+	Actr2	1	0.0359289065432192	20613
Arnt2	Arnt2_extended_+/+	True	+	+	Rnf185	1	0.0136565144895516	20702
Arnt2	Arnt2_extended_+/+	True	+	+	Ccdc117	1	0.005502989224488	20716
Arnt2	Arnt2_extended_+/+	True	+	+	Ttll11	3	0.0651201474080471	20735
Arnt2	Arnt2_extended_+/+	True	+	+	Sec31a	1	0.0034833435913725	20781
Arnt2	Arnt2_extended_+/+	True	+	+	Hspa12a	1	0.0253285967617834	20819
Arnt2	Arnt2_extended_+/+	True	+	+	Fryl	1	0.0157640058575877	20935
Arnt2	Arnt2_extended_+/+	True	+	+	Prpf38b	1	0.0085595629103856	20976
Arnt2	Arnt2_extended_+/+	True	+	+	Rps6kb1	1	0.007286666392709	21071
Arnt2	Arnt2_extended_+/+	True	+	+	Hcn2	2	0.0083978466271866	21154
Arnt2	Arnt2_extended_+/+	True	+	+	Iqsec1	1	0.0277062430061497	21212
Arnt2	Arnt2_extended_+/+	True	+	+	BC005537	1	0.0348564418239151	21265
Arnt2	Arnt2_extended_+/+	True	+	+	Src	1	0.0051959978909438	21289
Arnt2	Arnt2_extended_+/+	True	+	+	Gpkow	1	0.0021915035515027	21332
Arnt2	Arnt2_extended_+/+	True	+	+	Eno1	1	0.0459547231990791	21343
Arnt2	Arnt2_extended_+/+	True	+	+	Phactr3	1	0.0141967601972049	21488
Arnt2	Arnt2_extended_+/+	True	+	+	Mto1	1	0.0086596926359155	21498
Arnt2	Arnt2_extended_+/+	True	+	+	Dnajb14	1	0.001671725117975	21509
Arnt2	Arnt2_extended_+/+	True	+	+	Grm5	1	0.0116883418143951	21532
Arnt2	Arnt2_extended_+/+	True	+	+	Rbm15	1	0.0322617181164307	21636
Arnt2	Arnt2_extended_+/+	True	+	+	Acvr2a	1	0.0048778667244608	21694
