TF	eRegulon_name	is_extended	TF2G_sign	R2G_sign	Gene	n_regions	max_importance_x_rho	best_triplet_rank
Atf2	Atf2_direct_+/+	False	+	+	Nufip2	2	0.0122832003176733	12199
Atf2	Atf2_direct_+/+	False	+	+	Stk39	1	0.0631743807951926	12211
Atf2	Atf2_direct_+/+	False	+	+	Cstf3	1	0.0038925878006164	12215
Atf2	Atf2_direct_+/+	False	+	+	Rtkn2	1	0.0033538234507848	12243
Atf2	Atf2_direct_+/+	False	+	+	Psmf1	1	0.0014309481242484	12301
Atf2	Atf2_direct_+/+	False	+	+	Fam234b	1	0.0393521207473868	12322
Atf2	Atf2_direct_+/+	False	+	+	Tulp4	1	0.0041100817454082	12335
Atf2	Atf2_direct_+/+	False	+	+	Atf6	2	0.0294234488053486	12357
Atf2	Atf2_direct_+/+	False	+	+	Ankrd10	1	0.0079947119356932	12360
Atf2	Atf2_direct_+/+	False	+	+	Nrxn2	1	0.0028239615035886	12362
Atf2	Atf2_direct_+/+	False	+	+	Ptk2	1	0.0666557490938164	12376
Atf2	Atf2_direct_+/+	False	+	+	Galnt18	1	0.0292099495864637	12419
Atf2	Atf2_direct_+/+	False	+	+	Jmjd1c	2	0.0239247604484328	12462
Atf2	Atf2_direct_+/+	False	+	+	Med26	2	0.0149848337462721	12480
Atf2	Atf2_direct_+/+	False	+	+	Ints11	1	0.0018397345682346	12496
Atf2	Atf2_direct_+/+	False	+	+	Fam219a	1	0.0117475520011358	12503
Atf2	Atf2_direct_+/+	False	+	+	Shoc2	1	0.0083450419478729	12553
Atf2	Atf2_direct_+/+	False	+	+	Dnajc11	3	0.0149766992984624	12594
Atf2	Atf2_direct_+/+	False	+	+	Ccne2	1	0.0050483135850121	12614
Atf2	Atf2_direct_+/+	False	+	+	Brd8	1	0.0017765539259971	12632
Atf2	Atf2_direct_+/+	False	+	+	Tspan13	1	0.0091603727666846	12645
Atf2	Atf2_direct_+/+	False	+	+	Ahcyl1	1	0.0104341295763231	12648
Atf2	Atf2_direct_+/+	False	+	+	Rbm14	2	0.0153877390224361	12650
Atf2	Atf2_direct_+/+	False	+	+	Rps6kc1	1	0.017746279752093	12654
Atf2	Atf2_direct_+/+	False	+	+	Srr	1	0.0014805781233036	12673
Atf2	Atf2_direct_+/+	False	+	+	Gnb1	1	0.0080553693006975	12677
Atf2	Atf2_direct_+/+	False	+	+	Wdr47	1	0.0063756710447836	12679
Atf2	Atf2_direct_+/+	False	+	+	Gmeb1	2	0.0035131991391155	12687
Atf2	Atf2_direct_+/+	False	+	+	Zmym1	1	0.0083907519672002	12701
Atf2	Atf2_direct_+/+	False	+	+	Dlg1	1	0.0391579561922088	12717
Atf2	Atf2_direct_+/+	False	+	+	Fbxw5	1	0.0015159640307001	12723
Atf2	Atf2_direct_+/+	False	+	+	Slc2a3	2	0.0399305825339054	12843
Atf2	Atf2_direct_+/+	False	+	+	Senp1	1	0.0111357634565393	12852
Atf2	Atf2_direct_+/+	False	+	+	Sft2d2	1	0.0027519868044463	12868
Atf2	Atf2_direct_+/+	False	+	+	Acsl3	1	0.0153006732467122	12877
Atf2	Atf2_direct_+/+	False	+	+	Fus	1	0.0277149209904266	12890
Atf2	Atf2_direct_+/+	False	+	+	Mettl16	1	0.0009252243328367	12903
Atf2	Atf2_direct_+/+	False	+	+	Pum1	2	0.005120215281945	12912
Atf2	Atf2_direct_+/+	False	+	+	Fzd3	1	0.0383031436211673	12917
Atf2	Atf2_direct_+/+	False	+	+	Atg4c	1	0.0399231211193379	12920
Atf2	Atf2_direct_+/+	False	+	+	Fsd1l	1	0.0043809739440508	12929
Atf2	Atf2_direct_+/+	False	+	+	Pnn	1	0.0144464573553641	12936
Atf2	Atf2_direct_+/+	False	+	+	Ldlrad4	1	0.0228500194758006	12968
Atf2	Atf2_direct_+/+	False	+	+	Gm10563	1	0.0074202783648558	12974
Atf2	Atf2_direct_+/+	False	+	+	Cep70	1	0.0110277564087086	12992
Atf2	Atf2_direct_+/+	False	+	+	Sh3gl2	1	0.0044846659422953	13026
Atf2	Atf2_direct_+/+	False	+	+	Sos1	1	0.0221102412296743	13027
Atf2	Atf2_direct_+/+	False	+	+	Kcnmb4	1	0.0069253450437201	13041
Atf2	Atf2_direct_+/+	False	+	+	Map4	1	0.0038422352214555	13047
Atf2	Atf2_direct_+/+	False	+	+	Usp47	2	0.0112631468574318	13054
Atf2	Atf2_direct_+/+	False	+	+	Add3	2	0.0077722518234112	13082
Atf2	Atf2_direct_+/+	False	+	+	Trrap	1	0.0339091320130569	13090
Atf2	Atf2_direct_+/+	False	+	+	Nfic	2	0.0088019158795176	13119
Atf2	Atf2_direct_+/+	False	+	+	Mphosph9	1	0.0146425948685875	13126
Atf2	Atf2_direct_+/+	False	+	+	Polb	1	0.0203064991476385	13132
Atf2	Atf2_direct_+/+	False	+	+	B3galnt1	1	0.0151629682223252	13135
Atf2	Atf2_direct_+/+	False	+	+	Sptbn4	1	0.0138424422596374	13145
Atf2	Atf2_direct_+/+	False	+	+	Syt7	1	0.0356538098273114	13161
Atf2	Atf2_direct_+/+	False	+	+	Chfr	2	0.0056512399954227	13178
Atf2	Atf2_direct_+/+	False	+	+	Rbm12b2	1	0.0066134688237336	13195
Atf2	Atf2_direct_+/+	False	+	+	Ube2b	1	0.0289445389459785	13219
Atf2	Atf2_direct_+/+	False	+	+	Spata7	1	0.0019964979939652	13225
Atf2	Atf2_direct_+/+	False	+	+	Ddx23	1	0.0026942157044844	13229
Atf2	Atf2_direct_+/+	False	+	+	Tmem120b	2	0.0016912203659953	13238
Atf2	Atf2_direct_+/+	False	+	+	Nup133	2	0.0041356484782687	13244
Atf2	Atf2_direct_+/+	False	+	+	Add2	1	0.0080202738094879	13264
Atf2	Atf2_direct_+/+	False	+	+	Gtf2f2	1	0.0049520415983359	13270
Atf2	Atf2_direct_+/+	False	+	+	Gm37240	2	0.0091301835133455	13288
Atf2	Atf2_direct_+/+	False	+	+	Sf3b1	1	0.0063654000846153	13291
Atf2	Atf2_direct_+/+	False	+	+	Med24	1	0.0088616343190449	13312
Atf2	Atf2_direct_+/+	False	+	+	Csmd2	1	0.0314542111444866	13319
Atf2	Atf2_direct_+/+	False	+	+	Rapgefl1	1	0.0131451458580902	13373
Atf2	Atf2_direct_+/+	False	+	+	Anks1b	1	0.0152324530354623	13408
Atf2	Atf2_direct_+/+	False	+	+	Tcf20	1	0.0069687238805677	13412
Atf2	Atf2_direct_+/+	False	+	+	Irf3	1	0.0030362257982351	13435
Atf2	Atf2_direct_+/+	False	+	+	Ext2	1	0.013403974390914	13490
Atf2	Atf2_direct_+/+	False	+	+	Whamm	1	0.0183842778179136	13491
Atf2	Atf2_direct_+/+	False	+	+	Ppp1r13b	1	0.0260004535603349	13509
Atf2	Atf2_direct_+/+	False	+	+	Ep400	1	0.0195717654339193	13529
Atf2	Atf2_direct_+/+	False	+	+	Kdm2a	1	0.0030120185678388	13551
Atf2	Atf2_direct_+/+	False	+	+	Dpp6	1	0.0150431196357807	13557
Atf2	Atf2_direct_+/+	False	+	+	Prcc	1	0.0018951014555792	13571
Atf2	Atf2_direct_+/+	False	+	+	Polr3h	2	0.0016610381552448	13609
Atf2	Atf2_direct_+/+	False	+	+	Rbfox3	1	0.0127193106484965	13612
Atf2	Atf2_direct_+/+	False	+	+	Rbfox1	1	0.009528734383362	13617
Atf2	Atf2_direct_+/+	False	+	+	Abca3	1	0.000396772236502	13628
Atf2	Atf2_direct_+/+	False	+	+	Adgrb3	1	0.0380091079730638	13643
Atf2	Atf2_direct_+/+	False	+	+	D430041D05Rik	1	0.009479337501175	13689
Atf2	Atf2_direct_+/+	False	+	+	Snd1	1	0.0356388883394621	13696
Atf2	Atf2_direct_+/+	False	+	+	Gpr61	1	0.002584092863386	13790
Atf2	Atf2_direct_+/+	False	+	+	Sgsm2	1	0.0015438881339825	13826
Atf2	Atf2_direct_+/+	False	+	+	Grik4	1	0.0137445797728101	13836
Atf2	Atf2_direct_+/+	False	+	+	Nedd4l	1	0.0382382999304451	13840
Atf2	Atf2_direct_+/+	False	+	+	Sipa1l1	2	0.0555941342155442	13879
Atf2	Atf2_direct_+/+	False	+	+	Cerk	1	0.0055667756695301	13883
Atf2	Atf2_direct_+/+	False	+	+	Hnrnpll	1	0.0195037830213395	13885
Atf2	Atf2_direct_+/+	False	+	+	Rarb	1	0.0221132958773177	13890
Atf2	Atf2_direct_+/+	False	+	+	Runx2	1	0.0332281474721147	13894
Atf2	Atf2_direct_+/+	False	+	+	Casc3	1	0.0054852103272865	13897
Atf2	Atf2_direct_+/+	False	+	+	Xpr1	1	0.0056118217863462	13909
Atf2	Atf2_direct_+/+	False	+	+	Sec23a	1	0.0135231415207005	13916
Atf2	Atf2_direct_+/+	False	+	+	Unc13a	1	0.003493841982456	13931
Atf2	Atf2_direct_+/+	False	+	+	Rnf34	1	0.001850259954208	13942
Atf2	Atf2_direct_+/+	False	+	+	Pitpna	1	0.0043855873911455	13978
Atf2	Atf2_direct_+/+	False	+	+	9930104L06Rik	1	0.0045157474474717	13982
Atf2	Atf2_direct_+/+	False	+	+	Sufu	1	0.0034416326703135	13985
Atf2	Atf2_direct_+/+	False	+	+	Zc3h7b	2	0.0016287852644206	13987
Atf2	Atf2_direct_+/+	False	+	+	Morn2	2	0.0060516293497822	13990
Atf2	Atf2_direct_+/+	False	+	+	Arhgap33	1	0.0023623574254567	13998
Atf2	Atf2_direct_+/+	False	+	+	Foxj2	2	0.010728042418864	14004
Atf2	Atf2_direct_+/+	False	+	+	Cyld	1	0.0080043297400934	14019
Atf2	Atf2_direct_+/+	False	+	+	Dyrk1a	1	0.0012132727295075	14050
Atf2	Atf2_direct_+/+	False	+	+	Mdn1	1	0.0122645099430073	14090
Atf2	Atf2_direct_+/+	False	+	+	Ankrd12	1	0.0156660902567907	14149
Atf2	Atf2_direct_+/+	False	+	+	Pank4	1	0.0045710234722848	14154
Atf2	Atf2_direct_+/+	False	+	+	Baz2a	1	0.0072654127195973	14162
Atf2	Atf2_direct_+/+	False	+	+	Btbd7	1	0.0019338876482873	14191
Atf2	Atf2_direct_+/+	False	+	+	Dnal1	1	0.0059711088661426	14301
Atf2	Atf2_direct_+/+	False	+	+	Ddx6	1	0.0014935431902784	14324
Atf2	Atf2_direct_+/+	False	+	+	Strbp	1	0.0007467171421672	14333
Atf2	Atf2_direct_+/+	False	+	+	Kmt2b	1	0.0020035346567365	14344
Atf2	Atf2_direct_+/+	False	+	+	Rap1gds1	2	0.0232431242116093	14365
Atf2	Atf2_direct_+/+	False	+	+	Scyl2	1	0.0061466205236117	14375
Atf2	Atf2_direct_+/+	False	+	+	Slit3	2	0.0410475092773455	14395
Atf2	Atf2_direct_+/+	False	+	+	Armc8	2	0.0095002944397306	14399
Atf2	Atf2_direct_+/+	False	+	+	Jakmip1	1	0.0050936593260878	14416
Atf2	Atf2_direct_+/+	False	+	+	Grin1	1	0.000246048122904	14423
Atf2	Atf2_direct_+/+	False	+	+	Akt3	1	0.0030130000172714	14426
Atf2	Atf2_direct_+/+	False	+	+	Srrt	1	0.0021692988527983	14498
Atf2	Atf2_direct_+/+	False	+	+	Map4k2	1	0.0014339627552139	14531
Atf2	Atf2_direct_+/+	False	+	+	Rnpep	1	0.0059955458893318	14553
Atf2	Atf2_direct_+/+	False	+	+	Usp25	1	0.0258607264967886	14558
Atf2	Atf2_direct_+/+	False	+	+	Ajap1	2	0.0129668576693299	14583
Atf2	Atf2_direct_+/+	False	+	+	Luc7l	2	0.0141144784798218	14594
Atf2	Atf2_direct_+/+	False	+	+	Dennd1a	2	0.0011623349446745	14634
Atf2	Atf2_direct_+/+	False	+	+	Ric8b	1	0.0314229661276067	14638
Atf2	Atf2_direct_+/+	False	+	+	Htt	1	0.0083359887877969	14646
Atf2	Atf2_direct_+/+	False	+	+	U2af2	1	0.0043670640300969	14663
Atf2	Atf2_direct_+/+	False	+	+	Nfkb1	1	0.0022736557650985	14667
Atf2	Atf2_direct_+/+	False	+	+	Cdk7	1	0.0126652460176953	14687
Atf2	Atf2_direct_+/+	False	+	+	Arid1a	1	0.0013101497538525	14715
Atf2	Atf2_direct_+/+	False	+	+	Unc5d	1	0.0489389417730807	14729
Atf2	Atf2_direct_+/+	False	+	+	Gramd4	1	0.0081967202348942	14738
Atf2	Atf2_direct_+/+	False	+	+	Col20a1	1	0.0044765996624495	14741
Atf2	Atf2_direct_+/+	False	+	+	Pkn1	1	0.0071619324331289	14742
Atf2	Atf2_direct_+/+	False	+	+	Fry	1	0.0366182440384263	14744
Atf2	Atf2_direct_+/+	False	+	+	Atxn1	1	0.0060537120466429	14761
Atf2	Atf2_direct_+/+	False	+	+	Mtcl1	3	0.0237841553698608	14770
Atf2	Atf2_direct_+/+	False	+	+	Crtc1	2	0.0120314436311546	14786
Atf2	Atf2_direct_+/+	False	+	+	Sap130	1	0.0025119504435698	14790
Atf2	Atf2_direct_+/+	False	+	+	Dcaf1	1	0.0209137930563131	14833
Atf2	Atf2_direct_+/+	False	+	+	Wdr95	1	0.0090631162776064	14838
Atf2	Atf2_direct_+/+	False	+	+	Sort1	1	0.0280478748580191	14867
Atf2	Atf2_direct_+/+	False	+	+	2610507B11Rik	1	0.0284627034268476	14868
Atf2	Atf2_direct_+/+	False	+	+	Klhl42	2	0.010002108992054	14875
Atf2	Atf2_direct_+/+	False	+	+	Pi4kb	1	0.0098156886878409	14883
Atf2	Atf2_direct_+/+	False	+	+	Ndrg3	1	0.0160580861663451	14890
Atf2	Atf2_direct_+/+	False	+	+	Ubtf	1	0.0049196608697931	14944
Atf2	Atf2_direct_+/+	False	+	+	Ralgapb	1	0.0098188381730091	14949
Atf2	Atf2_direct_+/+	False	+	+	Stk38	1	0.0013240631672268	15000
Atf2	Atf2_direct_+/+	False	+	+	Add1	1	0.0071420260828775	15009
Atf2	Atf2_direct_+/+	False	+	+	Syn3	1	0.0053353927227849	15019
Atf2	Atf2_direct_+/+	False	+	+	Arhgap39	1	0.0096096313125256	15089
Atf2	Atf2_direct_+/+	False	+	+	Arntl2	2	0.0148756878477554	15104
Atf2	Atf2_direct_+/+	False	+	+	Atad3a	1	0.0022009916889972	15128
Atf2	Atf2_direct_+/+	False	+	+	Nol4	1	0.0054842990026329	15229
Atf2	Atf2_direct_+/+	False	+	+	Rps6ka2	1	0.0246307455639001	15259
Atf2	Atf2_direct_+/+	False	+	+	Zfp397	1	0.003191989670147	15300
Atf2	Atf2_direct_+/+	False	+	+	B4galt5	1	0.0070803094711024	15310
Atf2	Atf2_direct_+/+	False	+	+	Smarcc1	1	0.0008138136916644	15328
Atf2	Atf2_direct_+/+	False	+	+	Isoc2b	1	0.002417485744275	15337
Atf2	Atf2_direct_+/+	False	+	+	Camk2b	1	0.00103767482717	15363
Atf2	Atf2_direct_+/+	False	+	+	Rnft2	1	0.0036508792693853	15381
Atf2	Atf2_direct_+/+	False	+	+	Lpcat4	1	0.0088544113470643	15384
Atf2	Atf2_direct_+/+	False	+	+	Pura	1	0.000620090637771	15414
Atf2	Atf2_direct_+/+	False	+	+	Dhx30	1	0.0016908595364912	15435
Atf2	Atf2_direct_+/+	False	+	+	Uhrf1bp1l	1	0.0027717291610596	15441
Atf2	Atf2_direct_+/+	False	+	+	Setd1a	3	0.0138667101881252	15467
Atf2	Atf2_direct_+/+	False	+	+	Zfp932	1	0.0013691262515811	15477
Atf2	Atf2_direct_+/+	False	+	+	Fam189a1	1	0.0479268280800881	15574
Atf2	Atf2_direct_+/+	False	+	+	Wscd2	1	0.0039280764151755	15582
Atf2	Atf2_direct_+/+	False	+	+	Etv6	1	0.0098215468765743	15583
Atf2	Atf2_direct_+/+	False	+	+	Tmem189	1	0.0095160636143773	15600
Atf2	Atf2_direct_+/+	False	+	+	Tdg	1	0.0091566134302415	15606
Atf2	Atf2_direct_+/+	False	+	+	Gm43951	1	0.0032483197206382	15614
Atf2	Atf2_direct_+/+	False	+	+	Mapre2	1	0.0071186344648229	15705
Atf2	Atf2_direct_+/+	False	+	+	Prr3	1	0.00217350727321	15807
Atf2	Atf2_direct_+/+	False	+	+	Nup210	1	0.0047489541284223	15816
Atf2	Atf2_direct_+/+	False	+	+	Myo1d	1	0.0008445516065294	15841
Atf2	Atf2_direct_+/+	False	+	+	Tada1	1	0.0052333086920541	15871
Atf2	Atf2_direct_+/+	False	+	+	Itpr1	1	0.0261148436624206	15877
Atf2	Atf2_direct_+/+	False	+	+	Ablim1	1	0.0159160239533621	15880
Atf2	Atf2_direct_+/+	False	+	+	Sumf1	1	0.0127704690586756	15895
Atf2	Atf2_direct_+/+	False	+	+	Copa	1	0.0021614477811813	15926
Atf2	Atf2_direct_+/+	False	+	+	Gemin2	1	0.0035419752615604	15959
Atf2	Atf2_direct_+/+	False	+	+	Sez6l	1	0.0096974786476965	16001
Atf2	Atf2_direct_+/+	False	+	+	Shisa7	1	0.0124351814562934	16029
Atf2	Atf2_direct_+/+	False	+	+	Abcf3	1	0.0013367020971448	16092
Atf2	Atf2_direct_+/+	False	+	+	Smurf1	1	0.0048790473835541	16120
Atf2	Atf2_direct_+/+	False	+	+	Ildr2	1	0.0225325054761924	16139
Atf2	Atf2_direct_+/+	False	+	+	Usp9x	1	0.003551058013598	16145
Atf2	Atf2_direct_+/+	False	+	+	Mical3	1	0.0142682483618611	16150
Atf2	Atf2_direct_+/+	False	+	+	Dnase1l3	1	0.0022802708314501	16174
Atf2	Atf2_direct_+/+	False	+	+	Ica1	1	0.0199567499672214	16184
Atf2	Atf2_direct_+/+	False	+	+	Msl1	1	0.0011945087571853	16188
Atf2	Atf2_direct_+/+	False	+	+	Stxbp1	2	0.0307016729925492	16224
Atf2	Atf2_direct_+/+	False	+	+	Nav2	1	0.0057018173529461	16228
Atf2	Atf2_direct_+/+	False	+	+	Radil	1	0.0017758096284129	16274
Atf2	Atf2_direct_+/+	False	+	+	Aatk	1	0.0008729293101494	16283
Atf2	Atf2_direct_+/+	False	+	+	Btbd9	1	0.0156990159508709	16305
Atf2	Atf2_direct_+/+	False	+	+	Cadm1	1	0.0081353362331656	16378
Atf2	Atf2_direct_+/+	False	+	+	Cog2	1	0.0039529041185972	16416
Atf2	Atf2_direct_+/+	False	+	+	Phyhipl	1	0.0130094511164831	16418
Atf2	Atf2_direct_+/+	False	+	+	Inpp5a	1	0.0141547954665812	16435
Atf2	Atf2_direct_+/+	False	+	+	Atl3	1	0.001295067511815	16450
Atf2	Atf2_direct_+/+	False	+	+	Rbfox2	1	0.0052801008243009	16468
Atf2	Atf2_direct_+/+	False	+	+	Rad54l2	1	0.0118242640574183	16486
Atf2	Atf2_direct_+/+	False	+	+	Rragd	1	0.0031979650939885	16498
Atf2	Atf2_direct_+/+	False	+	+	Mia2	1	0.0084879324721216	16504
Atf2	Atf2_direct_+/+	False	+	+	Ctnna3	1	0.0320005408246425	16530
Atf2	Atf2_direct_+/+	False	+	+	Vps37c	1	0.0072252019841961	16543
Atf2	Atf2_direct_+/+	False	+	+	Nek9	1	0.0124979246170705	16587
Atf2	Atf2_direct_+/+	False	+	+	Bcas3	1	0.0169495354898375	16589
Atf2	Atf2_direct_+/+	False	+	+	Babam2	1	0.0026057941443856	16590
Atf2	Atf2_direct_+/+	False	+	+	Gmcl1	1	0.0029731822334445	16596
Atf2	Atf2_direct_+/+	False	+	+	Gpr19	1	0.0062139375211741	16654
Atf2	Atf2_direct_+/+	False	+	+	Zfp607b	1	0.0008645324464392	16680
Atf2	Atf2_direct_+/+	False	+	+	Pias2	1	0.0121907540594755	16683
Atf2	Atf2_direct_+/+	False	+	+	Scaf1	1	0.0014661714516923	16720
Atf2	Atf2_direct_+/+	False	+	+	Sdf2	1	0.0019920582746385	16761
Atf2	Atf2_direct_+/+	False	+	+	Gpr162	1	0.0013609090181891	16769
Atf2	Atf2_direct_+/+	False	+	+	Rasgef1b	1	0.0101222575946666	16812
Atf2	Atf2_direct_+/+	False	+	+	Sgsm1	2	0.0036582590263418	16863
Atf2	Atf2_direct_+/+	False	+	+	Mapk6	2	0.0046686841619619	16872
Atf2	Atf2_direct_+/+	False	+	+	Kif1c	1	0.0070240549423553	16908
Atf2	Atf2_direct_+/+	False	+	+	Btbd10	1	0.0141809833908363	16909
Atf2	Atf2_direct_+/+	False	+	+	Ddx19a	1	0.0023621821542577	16916
Atf2	Atf2_direct_+/+	False	+	+	Ppp3cc	1	0.0005312690272307	16947
Atf2	Atf2_direct_+/+	False	+	+	Acvr1	1	0.0026905135541173	16973
Atf2	Atf2_direct_+/+	False	+	+	Tmed10	2	0.0095909628321943	16983
Atf2	Atf2_direct_+/+	False	+	+	Pacsin1	1	0.0058270658872043	16995
Atf2	Atf2_direct_+/+	False	+	+	Capzb	1	0.0006232241316328	17011
Atf2	Atf2_direct_+/+	False	+	+	Fbxl19	3	0.001580824532523	17067
Atf2	Atf2_direct_+/+	False	+	+	Rtn3	1	0.0002125389254695	17109
Atf2	Atf2_direct_+/+	False	+	+	Dab1	1	0.0021405059301254	17176
Atf2	Atf2_direct_+/+	False	+	+	Fam169a	1	0.0066219553569389	17269
Atf2	Atf2_direct_+/+	False	+	+	Emc3	1	0.0041163997130564	17301
Atf2	Atf2_direct_+/+	False	+	+	Usp4	1	0.0098474612506722	17351
Atf2	Atf2_direct_+/+	False	+	+	Ddx47	1	0.0013899707817219	17384
Atf2	Atf2_direct_+/+	False	+	+	Ptpra	1	0.0003154534326604	17426
Atf2	Atf2_direct_+/+	False	+	+	Spindoc	1	0.0010597265684029	17430
Atf2	Atf2_direct_+/+	False	+	+	Acvr1b	1	0.003940243016317	17485
Atf2	Atf2_direct_+/+	False	+	+	Mark2	1	0.0012341085348245	17627
Atf2	Atf2_direct_+/+	False	+	+	Prss36	1	0.0017319368726471	17736
Atf4	Atf4_direct_+/+	False	+	+	Txndc17	1	0.0039479831639655	4497
Atf4	Atf4_direct_+/+	False	+	+	Tpt1	1	0.0219470962792842	4603
Atf4	Atf4_direct_+/+	False	+	+	Ndufb6	1	0.016108917502351	6876
Atf4	Atf4_direct_+/+	False	+	+	Id2	1	0.0174192017723315	7134
Atf4	Atf4_direct_+/+	False	+	+	Hax1	1	0.0123997092343485	9554
Atf4	Atf4_direct_+/+	False	+	+	Fosb	1	0.0169240567152695	11261
Atf4	Atf4_direct_+/+	False	+	+	Rpl36	1	0.0072125482094366	11434
Atf4	Atf4_direct_+/+	False	+	+	Cycs	1	0.009315868696616	12197
Atf4	Atf4_direct_+/+	False	+	+	Hspa9	1	0.0119318316443636	15714
Atf4	Atf4_direct_+/+	False	+	+	Ckb	1	0.010253467951048	17425
Atf4	Atf4_direct_+/+	False	+	+	Ppm1m	1	0.0049536148985827	17511
Atf4	Atf4_direct_+/+	False	+	+	Uqcc2	1	0.0065227659072594	17580
Atf4	Atf4_direct_+/+	False	+	+	Cirbp	1	0.0047527101240341	17804
Atf6	Atf6_direct_+/+	False	+	+	Cap2	1	0.057070245844991	12
Atf6	Atf6_direct_+/+	False	+	+	Sorbs2	1	0.1316054081486565	20
Atf6	Atf6_direct_+/+	False	+	+	Kcnd2	2	0.2405958718242386	28
Atf6	Atf6_direct_+/+	False	+	+	Atf6	1	0.0178533463264204	29
Atf6	Atf6_direct_+/+	False	+	+	Il15ra	1	0.0613287304581233	63
Atf6	Atf6_direct_+/+	False	+	+	Phactr1	2	0.0497849701661023	65
Atf6	Atf6_direct_+/+	False	+	+	Eif2ak3	1	0.0282146743407863	84
Atf6	Atf6_direct_+/+	False	+	+	Nlk	1	0.0554611137244241	86
Atf6	Atf6_direct_+/+	False	+	+	Arhgap10	1	0.0779369599161384	89
Atf6	Atf6_direct_+/+	False	+	+	Fer	1	0.0996558887321812	95
Atf6	Atf6_direct_+/+	False	+	+	Pik3r3	1	0.0876120474691405	108
Atf6	Atf6_direct_+/+	False	+	+	Unc80	1	0.0868403014066638	109
Atf6	Atf6_direct_+/+	False	+	+	Ctdspl	2	0.0429377949047509	120
Atf6	Atf6_direct_+/+	False	+	+	Mapk10	1	0.1027832218738808	141
Atf6	Atf6_direct_+/+	False	+	+	Cabp1	1	0.06012303005327	147
Atf6	Atf6_direct_+/+	False	+	+	Lclat1	1	0.1019794519790318	180
Atf6	Atf6_direct_+/+	False	+	+	Gtf2b	1	0.0736799061365395	185
Atf6	Atf6_direct_+/+	False	+	+	Trim9	1	0.0058730419976377	219
Atf6	Atf6_direct_+/+	False	+	+	Csnk1d	1	0.0431773731772848	220
Atf6	Atf6_direct_+/+	False	+	+	Dlgap2	1	0.0342194727684284	221
Atf6	Atf6_direct_-/+	False	-	+	Fn1	1	0.2532065879420975	227
Atf6	Atf6_direct_+/+	False	+	+	Rph3a	1	0.0577437745082324	228
Atf6	Atf6_direct_+/+	False	+	+	Mbnl2	1	0.0211611388376336	240
Atf6	Atf6_direct_+/+	False	+	+	Kcnma1	2	0.0562058777332246	244
Atf6	Atf6_direct_+/+	False	+	+	Plcd1	2	0.0026375279437609	246
Atf6	Atf6_direct_+/+	False	+	+	Rtn4rl1	2	0.0477618162363103	247
Atf6	Atf6_direct_+/+	False	+	+	Pde8b	1	0.1075014949587414	256
Atf6	Atf6_direct_+/+	False	+	+	Pacsin1	1	0.0058270658872043	258
Atf6	Atf6_direct_+/+	False	+	+	Rock2	2	0.0215526405428518	266
Atf6	Atf6_direct_+/+	False	+	+	Gfod1	4	0.0297701432637585	274
Atf6	Atf6_direct_+/+	False	+	+	Spred1	1	0.0160670242822816	275
Atf6	Atf6_direct_+/+	False	+	+	Tacc1	1	0.0375776848357125	282
Atf6	Atf6_direct_+/+	False	+	+	Inpp4a	1	0.0007772264385667	291
Atf6	Atf6_direct_+/+	False	+	+	Fnip1	1	0.1188125295936612	316
Atf6	Atf6_direct_+/+	False	+	+	Ap1s3	1	0.0309135469593221	323
Atf6	Atf6_direct_+/+	False	+	+	Epdr1	1	0.0927332188560763	330
Atf6	Atf6_direct_+/+	False	+	+	Prkcb	2	0.0448938877117085	331
Atf6	Atf6_direct_+/+	False	+	+	Ntrk3	1	0.0352985172471748	359
Atf6	Atf6_direct_+/+	False	+	+	Tom1l2	2	0.0461600997001348	375
Atf6	Atf6_direct_+/+	False	+	+	Fbxo34	1	0.0109714591874927	376
Atf6	Atf6_direct_+/+	False	+	+	Plcl2	1	0.0184765569044399	377
Atf6	Atf6_direct_+/+	False	+	+	Atp9b	1	0.0505556868446001	378
Atf6	Atf6_direct_+/+	False	+	+	Ago3	1	0.0874456140755716	398
Atf6	Atf6_direct_+/+	False	+	+	Fbh1	1	0.0235000187673707	414
Atf6	Atf6_direct_+/+	False	+	+	Pdlim7	1	0.0138219005311383	459
Atf6	Atf6_direct_+/+	False	+	+	2010300C02Rik	2	0.0496056825866937	465
Atf6	Atf6_direct_+/+	False	+	+	Dok3	1	0.0100789672046147	497
Atf6	Atf6_direct_+/+	False	+	+	Syt7	1	0.0356538098273114	511
Atf6	Atf6_direct_+/+	False	+	+	R3hdm1	1	0.0818258652292311	512
Atf6	Atf6_direct_+/+	False	+	+	Pomgnt1	1	0.0166281446456939	517
Atf6	Atf6_direct_+/+	False	+	+	Atp8a1	1	0.0572549464071093	542
Atf6	Atf6_direct_+/+	False	+	+	Afg1l	1	0.0014896000487254	543
Atf6	Atf6_direct_-/+	False	-	+	Abracl	1	0.0125987159022795	545
Atf6	Atf6_direct_+/+	False	+	+	Fstl4	1	0.0065393317533539	546
Atf6	Atf6_direct_+/+	False	+	+	Abr	1	0.0082978770476473	571
Atf6	Atf6_direct_+/+	False	+	+	Cdyl2	1	0.0548056261912533	578
Atf6	Atf6_direct_+/+	False	+	+	Cpeb1	1	0.0585920466650376	603
Atf6	Atf6_direct_+/+	False	+	+	Snap25	1	0.018535905495422	607
