TF	eRegulon_name	is_extended	TF2G_sign	R2G_sign	Gene	n_regions	max_importance_x_rho	best_triplet_rank
Arnt2	Arnt2_extended_+/+	True	+	+	U2af2	1	0.0045060309252831	28024
Arnt2	Arnt2_extended_+/+	True	+	+	Dlg2	1	0.0012501724116895	28144
Arnt2	Arnt2_extended_+/+	True	+	+	Tfe3	1	0.002267786901522	28217
Arnt2	Arnt2_extended_+/+	True	+	+	Mark1	1	0.0025883656564459	28237
Arnt2	Arnt2_extended_+/+	True	+	+	Dnajc7	1	0.0048999191021167	28244
Arnt2	Arnt2_extended_+/+	True	+	+	Zmym1	1	0.0035836863829611	28257
Arnt2	Arnt2_extended_+/+	True	+	+	Vwa1	1	0.0080245576585835	28373
Arnt2	Arnt2_extended_+/+	True	+	+	Dcdc2b	1	0.0048965630419844	28418
Arnt2	Arnt2_extended_+/+	True	+	+	Ube2k	1	0.0017843209035235	28541
Arnt2	Arnt2_extended_+/+	True	+	+	1700003F12Rik	1	0.0067741995869803	28653
Arnt2	Arnt2_extended_+/+	True	+	+	Kpna6	1	0.0070423392406908	28698
Arnt2	Arnt2_extended_+/+	True	+	+	Synj1	1	0.0067759300125772	28744
Arnt2	Arnt2_extended_+/+	True	+	+	Birc6	1	0.0019173721051432	28958
Arnt2	Arnt2_extended_+/+	True	+	+	Phactr3	1	0.0013811082627534	28960
Arnt2	Arnt2_extended_+/+	True	+	+	Zfand2a	1	0.0013849240625103	29250
Arnt2	Arnt2_extended_+/+	True	+	+	Mroh1	1	0.0043657365647162	29330
Arnt2	Arnt2_extended_+/+	True	+	+	Tpp1	1	0.002857697679722	29356
Arnt2	Arnt2_extended_+/+	True	+	+	Ric3	1	0.0034248257946626	29446
Arnt2	Arnt2_extended_+/+	True	+	+	Klhdc1	1	0.0012139053130716	29450
Arnt2	Arnt2_extended_+/+	True	+	+	Pacsin1	1	0.0016458483712669	29468
Arnt2	Arnt2_extended_+/+	True	+	+	Ppm1e	1	0.0040260566637368	29566
Arnt2	Arnt2_extended_+/+	True	+	+	Samd13	1	0.0013094366385483	29633
Arnt2	Arnt2_extended_+/+	True	+	+	Habp4	1	0.0062438388106333	29701
Arnt2	Arnt2_extended_+/+	True	+	+	Hhipl1	1	0.0009023167148224	29703
Arnt2	Arnt2_extended_+/+	True	+	+	Ahdc1	1	0.0087580835390238	29738
Arnt2	Arnt2_extended_+/+	True	+	+	Ppfia3	2	0.0019284469865541	29800
Arnt2	Arnt2_extended_+/+	True	+	+	Ptgis	1	0.0165101295426548	29980
Arnt2	Arnt2_extended_+/+	True	+	+	Ddx42	1	0.0029277234280741	30203
Arnt2	Arnt2_extended_+/+	True	+	+	Snta1	1	0.007617120875648	30237
Arnt2	Arnt2_extended_+/+	True	+	+	Nmt2	1	0.0004362710865294	30355
Arnt2	Arnt2_extended_+/+	True	+	+	Zmym6	1	0.010627786682891	30504
Arnt2	Arnt2_extended_+/+	True	+	+	Slc6a17	1	0.0058811554518008	30549
Arnt2	Arnt2_extended_+/+	True	+	+	Sh3gl1	1	0.0005086912870744	30636
Arnt2	Arnt2_extended_+/+	True	+	+	Rcan1	1	0.0032229320885378	30666
Arnt2	Arnt2_extended_+/+	True	+	+	Chd8	1	0.0047546037023573	30682
Arnt2	Arnt2_extended_+/+	True	+	+	Mprip	1	0.0026890032204605	30763
Arnt2	Arnt2_extended_+/+	True	+	+	Hmg20a	1	0.0051650803587181	30984
Arnt2	Arnt2_extended_+/+	True	+	+	Ccdc155	1	0.0010974628493021	31339
Arnt2	Arnt2_extended_+/+	True	+	+	Adam22	1	0.0018907755361165	31579
Arnt2	Arnt2_extended_+/+	True	+	+	Srpk2	1	0.0003149928760852	31958
Arnt2	Arnt2_extended_+/+	True	+	+	Setd3	1	0.0010959489968318	32152
Arnt2	Arnt2_extended_+/+	True	+	+	Srebf2	1	0.0003096330916514	32341
Arntl	Arntl_direct_+/+	False	+	+	Abca8b	1	0.3889890671095806	75
Arntl	Arntl_direct_+/+	False	+	+	Chm	1	0.0658676622657984	81
Arntl	Arntl_direct_+/+	False	+	+	Heg1	1	0.0628074697655644	201
Arntl	Arntl_direct_-/+	False	-	+	Cks1b	1	0.0079927626680952	819
Arntl	Arntl_direct_+/+	False	+	+	Snx24	1	0.0741335549679362	890
Arntl	Arntl_direct_+/+	False	+	+	Tbc1d23	1	0.0730094332565519	1028
Arntl	Arntl_direct_+/+	False	+	+	Rubcn	1	0.0383808856300196	1280
Arntl	Arntl_direct_-/+	False	-	+	Timm8a1	1	0.032626799905368	1523
Arntl	Arntl_direct_+/+	False	+	+	Pou2f2	1	0.0151858576717689	1758
Arntl	Arntl_direct_+/+	False	+	+	Tanc1	1	0.0333385371302389	3469
Arntl	Arntl_direct_+/+	False	+	+	Sec61a2	1	0.0901010431077912	3853
Arntl	Arntl_direct_+/+	False	+	+	Slco2a1	1	0.0106679242428081	4106
Arntl	Arntl_direct_+/+	False	+	+	Dcp1b	1	0.0198516255191993	4289
Arntl	Arntl_direct_+/+	False	+	+	Trpm7	1	0.0007397604859149	4520
Arntl	Arntl_direct_+/+	False	+	+	Rbm6	1	0.0006038056048778	4559
Arntl	Arntl_direct_+/+	False	+	+	Sgpp2	1	0.0284247076803367	4638
Arntl	Arntl_direct_+/+	False	+	+	Wipf2	1	0.0034045745564381	4823
Arntl	Arntl_direct_+/+	False	+	+	Casc3	1	0.0016120383040534	5111
Arntl	Arntl_direct_-/+	False	-	+	Ydjc	1	0.0215186324958454	5125
Arntl	Arntl_direct_+/+	False	+	+	Utp14b	1	0.0138808258492213	5269
Arntl	Arntl_direct_+/+	False	+	+	Upf2	1	0.0439114153972048	5583
Arntl	Arntl_direct_-/+	False	-	+	H3f3a	1	0.0239370580020209	5808
Arntl	Arntl_direct_+/+	False	+	+	Kalrn	1	0.0364018104510508	5995
Arntl	Arntl_direct_+/+	False	+	+	Gmcl1	1	0.0043009507105985	6100
Arntl	Arntl_direct_+/+	False	+	+	Smarcal1	1	0.0150889739832147	6133
Arntl	Arntl_direct_+/+	False	+	+	Tnk2	1	0.0277968079385483	6439
Arntl	Arntl_direct_+/+	False	+	+	Lrch3	1	0.0168528243836226	6659
Arntl	Arntl_direct_-/+	False	-	+	Prmt1	3	0.008698442464425	7098
Arntl	Arntl_direct_+/+	False	+	+	Cfap74	1	0.000810606880737	7244
Arntl	Arntl_direct_-/+	False	-	+	Rps9	1	0.0077455223238058	7301
Arntl	Arntl_direct_-/+	False	-	+	Rps11	1	0.0056871979293426	7325
Arntl	Arntl_direct_+/+	False	+	+	Gabrd	1	0.000264811347193	7327
Arntl	Arntl_direct_+/+	False	+	+	Atp8b2	1	0.0163397264779146	7443
Arntl	Arntl_direct_+/+	False	+	+	Kcnh4	1	0.0151510422956	7552
Arntl	Arntl_direct_+/+	False	+	+	Susd4	1	0.0498061852175408	7623
Arntl	Arntl_direct_+/+	False	+	+	Spred2	1	0.0565752247499829	7655
Arntl	Arntl_direct_+/+	False	+	+	Zfyve26	1	0.0153198132321402	7725
Arntl	Arntl_direct_+/+	False	+	+	Wdfy3	1	0.0281131054953336	8038
Arntl	Arntl_direct_+/+	False	+	+	Naa16	1	0.0433037197513336	8090
Arntl	Arntl_direct_+/+	False	+	+	Phactr1	1	0.0764530086891857	8126
Arntl	Arntl_direct_+/+	False	+	+	Kctd1	1	0.0376041262921548	8196
Arntl	Arntl_direct_+/+	False	+	+	Crebzf	1	0.0130034133710814	8257
Arntl	Arntl_direct_+/+	False	+	+	Epb41l4b	1	0.003395226315363	8487
Arntl	Arntl_direct_+/+	False	+	+	Dvl2	1	0.0048238627510397	8540
Arntl	Arntl_direct_+/+	False	+	+	Desi2	1	0.003453212805894	8585
Arntl	Arntl_direct_+/+	False	+	+	Unc5d	1	0.0438194626908037	8587
Arntl	Arntl_direct_+/+	False	+	+	Dlgap1	1	0.0153769279627666	8623
Arntl	Arntl_direct_+/+	False	+	+	Car7	1	0.0088730099380864	8770
Arntl	Arntl_direct_+/+	False	+	+	Mettl7a1	1	0.0189470877381181	8784
Arntl	Arntl_direct_+/+	False	+	+	Rnf144a	1	0.0222002332527357	8855
Arntl	Arntl_direct_+/+	False	+	+	Stat3	1	0.0170320535549634	9006
Arntl	Arntl_direct_+/+	False	+	+	Ift81	1	0.0019253028919631	9139
Arntl	Arntl_direct_+/+	False	+	+	Cep70	1	0.0126845201990107	9231
Arntl	Arntl_direct_+/+	False	+	+	Sh2d4b	1	0.0028313776205752	9252
Arntl	Arntl_direct_+/+	False	+	+	Vps8	1	0.006331798511877	9884
Arntl	Arntl_direct_+/+	False	+	+	Trio	1	0.0182086141233329	9943
Arntl	Arntl_direct_+/+	False	+	+	Whamm	1	0.0013995154143259	9980
Arntl	Arntl_direct_+/+	False	+	+	Cpeb1	1	0.0024451543678706	10104
Arntl	Arntl_direct_+/+	False	+	+	Kdm3b	1	0.0020131825721524	10133
Arntl	Arntl_direct_+/+	False	+	+	Usf3	2	0.0323652278468557	10221
Arntl	Arntl_direct_+/+	False	+	+	Dgkb	1	0.0152571786450377	10296
Arntl	Arntl_direct_+/+	False	+	+	Homer2	1	0.0025273740008827	10380
Arntl	Arntl_direct_+/+	False	+	+	Rab3ip	1	0.01451843584061	10385
Arntl	Arntl_direct_+/+	False	+	+	Dip2b	1	0.044196400425805	10480
Arntl	Arntl_direct_+/+	False	+	+	C130074G19Rik	1	0.0010407382882267	10509
Arntl	Arntl_direct_+/+	False	+	+	Rhbdd3	1	0.0059761267850016	10575
Arntl	Arntl_direct_+/+	False	+	+	Nrg1	1	0.0537579845831402	10583
Arntl	Arntl_direct_+/+	False	+	+	Ppp4r1	1	0.0093190933325392	10632
Arntl	Arntl_direct_+/+	False	+	+	Ank2	1	0.0132197087305011	10762
Arntl	Arntl_direct_+/+	False	+	+	Serpinb8	1	0.0160828753234616	10778
Arntl	Arntl_direct_+/+	False	+	+	Ank	1	0.021484644076296	10841
Arntl	Arntl_direct_+/+	False	+	+	Ttll11	1	0.037587343931529	10989
Arntl	Arntl_direct_+/+	False	+	+	Disp1	1	0.0110560875105142	11009
Arntl	Arntl_direct_+/+	False	+	+	Asb5	1	0.0040160838822257	11019
Arntl	Arntl_direct_+/+	False	+	+	Pdlim7	1	0.0138219005311383	11056
Arntl	Arntl_direct_+/+	False	+	+	Cep85	1	0.0219003146130855	11133
Arntl	Arntl_direct_-/+	False	-	+	Prdx2	2	0.0134493680377945	11180
Arntl	Arntl_direct_+/+	False	+	+	Stat5b	1	0.0097554195554327	11242
Arntl	Arntl_direct_+/+	False	+	+	Scaf4	1	0.0285717623650515	11340
Arntl	Arntl_direct_+/+	False	+	+	Armc8	1	0.0092954685311119	11343
Arntl	Arntl_direct_+/+	False	+	+	Kcnq3	1	0.0400359838884241	11381
Arntl	Arntl_direct_+/+	False	+	+	2010300C02Rik	1	0.0366215845288382	11461
Arntl	Arntl_direct_+/+	False	+	+	Cdc73	1	0.0077208846695022	11497
Arntl	Arntl_direct_+/+	False	+	+	Ptprs	1	0.0145614140512524	11519
Arntl	Arntl_direct_+/+	False	+	+	Elf2	1	0.0042382191414174	11526
Arntl	Arntl_direct_+/+	False	+	+	Iqsec1	1	0.0113891619265844	11597
Arntl	Arntl_direct_+/+	False	+	+	Gigyf2	1	0.0051408965314922	11598
Arntl	Arntl_direct_-/+	False	-	+	Rps18	1	0.0157546990116652	11877
Arntl	Arntl_direct_+/+	False	+	+	Fam193b	1	0.0036530863454005	11941
Arntl	Arntl_direct_+/+	False	+	+	Vgll4	1	0.0110428698992691	12006
Arntl	Arntl_direct_-/+	False	-	+	Cenpx	1	0.0047199388772962	12105
Arntl	Arntl_direct_-/+	False	-	+	Met	1	0.0198964745579796	12217
Arntl	Arntl_direct_+/+	False	+	+	Wdr17	1	0.0064480721128288	12245
Arntl	Arntl_direct_+/+	False	+	+	Ncbp3	1	0.005925464953296	12297
Arntl	Arntl_direct_+/+	False	+	+	Atf6	1	0.0053003742665548	12343
Arntl	Arntl_direct_+/+	False	+	+	Atp11a	1	0.0029750814549581	12630
Arntl	Arntl_direct_+/+	False	+	+	Hkdc1	1	0.0352327320239816	12757
Arntl	Arntl_direct_+/+	False	+	+	Ubxn11	1	0.0075790126049892	12779
Arntl	Arntl_direct_+/+	False	+	+	Dhdds	2	0.0160896629290279	12900
Arntl	Arntl_direct_+/+	False	+	+	Tada1	1	0.0054817648706758	13076
Arntl	Arntl_direct_+/+	False	+	+	Sytl2	1	0.0084805786563309	13107
Arntl	Arntl_direct_+/+	False	+	+	Baz2b	1	0.0219352256258904	13149
Arntl	Arntl_direct_+/+	False	+	+	Frs2	1	0.0117956680359712	13192
Arntl	Arntl_direct_+/+	False	+	+	Adcy9	1	0.0615864951191819	13223
Arntl	Arntl_direct_+/+	False	+	+	Tmem61	1	0.0014898043981434	13292
Arntl	Arntl_direct_+/+	False	+	+	Zbtb38	1	0.0118389916401996	13386
Arntl	Arntl_direct_+/+	False	+	+	Tmem9	2	0.0046304674438099	13400
Arntl	Arntl_direct_+/+	False	+	+	Pxylp1	1	0.0121273361262498	13427
Arntl	Arntl_direct_+/+	False	+	+	Paxbp1	2	0.0069428637202228	13563
Arntl	Arntl_direct_+/+	False	+	+	Vps45	1	0.0003561556909095	13608
Arntl	Arntl_direct_+/+	False	+	+	Atg7	1	0.0179569824071643	13647
Arntl	Arntl_direct_+/+	False	+	+	Tspan14	1	0.003971363493285	13749
Arntl	Arntl_direct_+/+	False	+	+	Arid1b	1	0.0033984279156334	13855
Arntl	Arntl_direct_+/+	False	+	+	Ankrd6	1	0.0049048379977861	13899
Arntl	Arntl_direct_+/+	False	+	+	Sh3pxd2a	1	0.0037369765522442	14029
Arntl	Arntl_direct_+/+	False	+	+	Fam214a	1	0.0089085669440178	14124
Arntl	Arntl_direct_-/+	False	-	+	Stmn2	1	0.0158419694277336	14320
Arntl	Arntl_direct_-/+	False	-	+	Selenoh	2	0.0190679473989033	14357
Arntl	Arntl_direct_-/+	False	-	+	Tax1bp3	1	0.0035716347158423	14610
Arntl	Arntl_direct_+/+	False	+	+	Vti1a	1	0.0015759714924088	14620
Arntl	Arntl_direct_+/+	False	+	+	Ttc39b	1	0.0316409043636908	14666
Arntl	Arntl_direct_+/+	False	+	+	Pxdn	1	0.0094512986482048	14710
Arntl	Arntl_direct_+/+	False	+	+	Ncoa2	1	0.0057411725447548	14756
Arntl	Arntl_direct_+/+	False	+	+	Plch2	1	0.0018158413280682	14794
Arntl	Arntl_direct_+/+	False	+	+	Flnb	1	0.014763777834866	14898
Arntl	Arntl_direct_+/+	False	+	+	5330417C22Rik	1	0.0053396495044168	14954
Arntl	Arntl_direct_+/+	False	+	+	Adam17	1	0.0043440766864525	15530
Arntl	Arntl_direct_+/+	False	+	+	Pxk	1	0.0103359526121535	15554
Arntl	Arntl_direct_+/+	False	+	+	Bckdhb	1	0.0026708602275494	15653
Arntl	Arntl_direct_+/+	False	+	+	Usp24	2	0.0167825498726068	15661
Arntl	Arntl_direct_+/+	False	+	+	Mslnl	1	0.0010103100333733	15896
Arntl	Arntl_direct_+/+	False	+	+	Dtna	2	0.0010919368388084	16143
Arntl	Arntl_direct_+/+	False	+	+	Zfp236	1	0.0021083560631496	16204
Arntl	Arntl_direct_-/+	False	-	+	Rpl14	1	0.0050274056436708	16214
Arntl	Arntl_direct_+/+	False	+	+	Vwa8	1	0.0009654575806357	16336
Arntl	Arntl_direct_+/+	False	+	+	Nfic	1	0.0036778034680462	16386
Arntl	Arntl_direct_+/+	False	+	+	Il12a	1	0.0024211220259762	16394
Arntl	Arntl_direct_+/+	False	+	+	Slc39a14	1	0.0059765742411074	16526
Arntl	Arntl_direct_-/+	False	-	+	Rplp0	1	0.0080376726118317	16544
Arntl	Arntl_direct_+/+	False	+	+	Tanc2	1	0.0037722671633175	16572
Arntl	Arntl_direct_+/+	False	+	+	Bmp1	1	0.0033398295876983	16724
Arntl	Arntl_direct_+/+	False	+	+	Map3k3	1	0.0012021082017068	16749
Arntl	Arntl_direct_+/+	False	+	+	Ankle2	1	0.0004643643248941	16825
Arntl	Arntl_direct_+/+	False	+	+	Nploc4	1	0.0006443831737572	16833
Arntl	Arntl_direct_-/+	False	-	+	Rps2	1	0.0073401387584918	16871
Arntl	Arntl_direct_+/+	False	+	+	Strada	1	0.0008819052079171	17156
Arntl	Arntl_direct_+/+	False	+	+	Ptk2	1	0.0016315401499664	17235
Arntl	Arntl_direct_+/+	False	+	+	Drc3	1	0.0101416821830884	17265
Arntl	Arntl_direct_+/+	False	+	+	Zfp607b	1	0.0013520299434195	17417
Arntl	Arntl_direct_-/+	False	-	+	Cacna2d2	1	0.0015040193896023	17552
Arntl	Arntl_direct_+/+	False	+	+	Taco1	1	0.0010090892375313	17572
Arntl	Arntl_direct_+/+	False	+	+	Tom1l2	1	0.0025300580435675	17599
Arntl	Arntl_direct_-/+	False	-	+	Rps7	1	0.0070648994187516	17643
Arntl	Arntl_direct_+/+	False	+	+	Akt2	1	0.000994761378872	17682
Arntl	Arntl_direct_-/+	False	-	+	Aprt	1	0.0034819014147604	17696
Arntl	Arntl_direct_+/+	False	+	+	Rai1	1	0.0003771408205015	17834
Atf2	Atf2_direct_+/+	False	+	+	Crem	1	0.0307183148078825	252
Atf2	Atf2_direct_+/+	False	+	+	Herpud2	2	0.1602908907408985	281
Atf2	Atf2_direct_+/+	False	+	+	Osgepl1	1	0.0396955227433215	457
Atf2	Atf2_direct_+/+	False	+	+	Ranbp9	3	0.0737140957758339	509
Atf2	Atf2_direct_+/+	False	+	+	Vill	2	0.0032005653169799	541
